"","Regulon","CellType","RelativeActivity"
"4488","E2F1(+)","Plasma",0.213331876065058
"4489","E2F2(+)","Plasma",0.929964731823676
"4492","E2F6(+)","Plasma",1.18689541176085
"4493","EBF1(+)","Plasma",0.223933438932455
"4522","FOXJ3(+)","Plasma",0.338999230419998
"4525","FOXN2(+)","Plasma",0.57264545941183
"4528","FOXO4(+)","Plasma",1.05628869187058
"4536","GATA3(+)","Plasma",0.690923877504027
"4546","HLTF(+)","Plasma",0.775501904214843
"4549","HOXB7(+)","Plasma",0.316590611153839
"4555","IRF4(+)","Plasma",2.86544176334226
"4566","KLF1(+)","Plasma",0.359214299197897
"4585","MEF2A(+)","Plasma",0.728393858874829
"4595","MYB(+)","Plasma",0.312425355031866
"4597","MYBL2(+)","Plasma",1.20431679881797
"4600","MYEF2(+)","Plasma",0.0826825539465192
"4602","NF1(+)","Plasma",0.635445413545487
"4603","NFATC1(+)","Plasma",0.205526095589713
"4608","NFE2L3(+)","Plasma",0.326566992641953
"4609","NFIC(+)","Plasma",0.620294797145974
"4611","NFIX(+)","Plasma",1.48814254240409
"4631","PKNOX1(+)","Plasma",0.221548287483736
"4637","POLE3(+)","Plasma",0.0205794593260395
"4640","PPARA(+)","Plasma",1.40872264558002
"4645","RARG(+)","Plasma",0.64201007080409
"4658","RUNX2(+)","Plasma",1.08188442042413
"4669","SMC3(+)","Plasma",0.946256502636273
"4677","SP3(+)","Plasma",1.77790949822909
"4702","TFDP1(+)","Plasma",0.280377556501677
"4704","THAP1(+)","Plasma",0.297847243403663
"4708","UBP1(+)","Plasma",0.663897446197833
"4713","VDR(+)","Plasma",2.18838440605418
"4715","XBP1(+)","Plasma",2.63213105014459
"4728","ZNF266(+)","Plasma",0.417057068199462
"4729","ZNF274(+)","Plasma",0.30476472958831
"4731","ZNF317(+)","Plasma",0.951649555677016
"4738","ZNF493(+)","Plasma",0.434636814160112
"4744","ZNF600(+)","Plasma",0.826636587375202
"4746","ZNF614(+)","Plasma",0.188682806441306
"4752","ZNF791(+)","Plasma",1.88677315335353
"4753","ZNF8(+)","Plasma",0.736665929963718
