"","Regulon","CellType","RelativeActivity"
"3337","NFE2(+)","CD16+Mono",0.0915987406903652
"3338","NFE2L1(+)","CD16+Mono",0.275165817239169
"3339","NFE2L2(+)","CD16+Mono",1.54655072963425
"3342","NFIL3(+)","CD16+Mono",0.691185643139226
"3343","NFIX(+)","CD16+Mono",0.60450107782745
"3344","NFKB1(+)","CD16+Mono",1.40956278556142
"3345","NFKB2(+)","CD16+Mono",0.583428144627342
"3346","NFYA(+)","CD16+Mono",1.00017166957011
"3347","NFYB(+)","CD16+Mono",1.11868382624206
"3348","NKX3-1(+)","CD16+Mono",1.45835978171003
"3349","NR1D1(+)","CD16+Mono",1.74266590394006
"3350","NR1D2(+)","CD16+Mono",1.46145395554137
"3351","NR1H3(+)","CD16+Mono",2.99026498828015
"3352","NR2C1(+)","CD16+Mono",0.830209635015468
"3353","NR2C2(+)","CD16+Mono",0.324413993340745
"3354","NR2F6(+)","CD16+Mono",0.786041085004908
"3355","NR3C1(+)","CD16+Mono",1.23650875042105
"3356","NRF1(+)","CD16+Mono",0.229640387290711
"3357","PAX5(+)","CD16+Mono",0.632832926110154
"3358","PAX8(+)","CD16+Mono",0.316440256853225
"3360","PBX3(+)","CD16+Mono",2.16973569257479
"3362","PHF8(+)","CD16+Mono",1.15642359611227
"3365","PLAGL1(+)","CD16+Mono",0.958980413724157
"3366","PLAGL2(+)","CD16+Mono",3.27530948213081
"3367","PML(+)","CD16+Mono",0.608925429004004
"3368","POLD2(+)","CD16+Mono",1.51901507931877
"3369","POLE3(+)","CD16+Mono",1.2871530677066
"3370","POLR2A(+)","CD16+Mono",1.95601190428331
"3371","POU2F2(+)","CD16+Mono",2.37341312606026
"3372","PPARA(+)","CD16+Mono",0.874990387196845
"3373","PPARD(+)","CD16+Mono",0.171203937487446
"3375","RAD21(+)","CD16+Mono",0.851025279111817
"3376","RARA(+)","CD16+Mono",1.28847657926233
"3378","RBBP5(+)","CD16+Mono",0.804311123923985
"3379","RCOR1(+)","CD16+Mono",1.19898024557828
"3380","REL(+)","CD16+Mono",0.619053925949851
"3381","RELA(+)","CD16+Mono",1.28408623138408
"3382","RELB(+)","CD16+Mono",0.411331630636534
"3383","REST(+)","CD16+Mono",1.43625578769449
"3384","RFX1(+)","CD16+Mono",0.355163050053684
"3387","RFX5(+)","CD16+Mono",0.520043053235472
"3389","RFXAP(+)","CD16+Mono",0.519311522440757
"3392","RXRA(+)","CD16+Mono",1.77936638742285
"3393","RXRB(+)","CD16+Mono",0.228067972174664
"3394","SAP30(+)","CD16+Mono",0.891735064453949
"3395","SETDB1(+)","CD16+Mono",2.05387700847615
"3396","SIN3A(+)","CD16+Mono",0.989813603081128
"3397","SMAD1(+)","CD16+Mono",1.90985611480993
"3398","SMARCA4(+)","CD16+Mono",1.52034678516847
"3399","SMARCC1(+)","CD16+Mono",1.97637025025777
"3400","SMARCC2(+)","CD16+Mono",1.02167534641854
"3402","SNAI1(+)","CD16+Mono",0.443445154710033
"3403","SNAPC4(+)","CD16+Mono",0.327918811010552
"3404","SOX15(+)","CD16+Mono",1.12510997632882
"3405","SOX4(+)","CD16+Mono",0.896426927593215
"3406","SOX8(+)","CD16+Mono",0.495159365986839
"3407","SP1(+)","CD16+Mono",0.600321337596403
"3408","SP2(+)","CD16+Mono",1.11154702569917
"3409","SP3(+)","CD16+Mono",0.958332062416421
"3410","SP4(+)","CD16+Mono",0.211497730701796
"3411","SPI1(+)","CD16+Mono",1.92708800574945
"3412","SPIB(+)","CD16+Mono",0.473854929144125
"3413","SREBF1(+)","CD16+Mono",0.999416417891777
"3414","SREBF2(+)","CD16+Mono",0.902558574142084
"3415","SRF(+)","CD16+Mono",1.53876523270473
"3416","STAT1(+)","CD16+Mono",1.25333792478868
"3417","STAT2(+)","CD16+Mono",1.2600797314979
"3418","STAT3(+)","CD16+Mono",0.572756924980161
"3419","STAT5A(+)","CD16+Mono",0.466727851621011
"3421","SUPT20H(+)","CD16+Mono",1.48590029210278
"3422","TAF1(+)","CD16+Mono",1.11568428719495
"3424","TBL1XR1(+)","CD16+Mono",1.07645506406557
"3425","TBP(+)","CD16+Mono",0.777006381986377
"3426","TBPL1(+)","CD16+Mono",0.520235844819062
"3429","TCF3(+)","CD16+Mono",1.88741574806453
"3431","TCF7L2(+)","CD16+Mono",2.96440581398142
"3432","TCFL5(+)","CD16+Mono",1.17881708981993
"3433","TFCP2(+)","CD16+Mono",1.21776222591399
"3434","TFDP1(+)","CD16+Mono",0.697089332609361
"3435","TFEC(+)","CD16+Mono",0.935342355356058
"3438","THRA(+)","CD16+Mono",0.257379946624709
"3440","UBP1(+)","CD16+Mono",0.742281510767073
"3441","UBTF(+)","CD16+Mono",0.912120910557758
"3442","USF1(+)","CD16+Mono",1.26167794913154
"3443","USF2(+)","CD16+Mono",1.9755541130612
"3444","USP39(+)","CD16+Mono",0.0955822437212596
"3445","VDR(+)","CD16+Mono",0.588274280912829
"3446","WRNIP1(+)","CD16+Mono",0.655613193704156
"3447","XBP1(+)","CD16+Mono",0.114409712085366
"3448","XRCC4(+)","CD16+Mono",1.15394872300848
"3449","YY1(+)","CD16+Mono",1.22991614834673
"3450","ZBTB7A(+)","CD16+Mono",2.51456440239952
"3451","ZBTB7B(+)","CD16+Mono",0.964605250802235
"3452","ZEB1(+)","CD16+Mono",0.257519907321789
"3453","ZFX(+)","CD16+Mono",0.96088358588039
"3454","ZMIZ1(+)","CD16+Mono",1.47012575423045
"3455","ZNF12(+)","CD16+Mono",1.73576797926714
"3456","ZNF121(+)","CD16+Mono",1.26778576905177
"3458","ZNF143(+)","CD16+Mono",2.14164160818982
"3459","ZNF217(+)","CD16+Mono",0.901289782806802
"3460","ZNF266(+)","CD16+Mono",0.694553155434515
"3462","ZNF281(+)","CD16+Mono",0.861702006072685
"3463","ZNF317(+)","CD16+Mono",2.03217809069611
"3464","ZNF319(+)","CD16+Mono",1.07823857589415
"3465","ZNF384(+)","CD16+Mono",0.00519431080826668
"3466","ZNF426(+)","CD16+Mono",0.194647743813593
"3467","ZNF444(+)","CD16+Mono",0.737799506599174
"3468","ZNF45(+)","CD16+Mono",0.211580338928911
"3469","ZNF467(+)","CD16+Mono",0.623351257167321
"3471","ZNF502(+)","CD16+Mono",0.631110008829336
"3472","ZNF513(+)","CD16+Mono",0.58815274793121
"3474","ZNF570(+)","CD16+Mono",0.422894298309127
"3477","ZNF605(+)","CD16+Mono",1.66444413737104
"3478","ZNF614(+)","CD16+Mono",0.178315280660084
"3479","ZNF669(+)","CD16+Mono",0.353045211005262
"3481","ZNF76(+)","CD16+Mono",1.78297171564186
"3482","ZNF765(+)","CD16+Mono",0.0307220974588683
"3483","ZNF784(+)","CD16+Mono",1.12944679838864
"3489","ARID3A(+)","DC",0.0645487402604173
"3491","ARNT(+)","DC",0.355331826347491
"3493","ARNTL2(+)","DC",0.74219071672778
"3497","ATF3(+)","DC",0.202570695957009
"3498","ATF4(+)","DC",0.620408520007042
"3500","ATF6(+)","DC",0.831724255922536
"3503","BACH1(+)","DC",0.145989039405653
"3506","BATF3(+)","DC",0.0940145274817856
"3508","BCL11A(+)","DC",0.257124453939171
"3510","BCL3(+)","DC",0.0185056369791961
"3512","BCLAF1(+)","DC",0.0636527934271392
"3517","BRF1(+)","DC",0.132903930461272
"3519","CBFB(+)","DC",0.0341600640374653
"3520","CEBPA(+)","DC",0.893504059682078
"3521","CEBPB(+)","DC",0.219890714399473
"3522","CEBPD(+)","DC",0.26915060004276
"3523","CEBPE(+)","DC",0.749607812398312
"3524","CEBPG(+)","DC",0.144112457496411
"3531","CREB3L4(+)","DC",1.52414480375449
"3535","CUX1(+)","DC",0.0202698531688618
"3538","E2F2(+)","DC",0.668819687350101
"3541","E2F6(+)","DC",1.19151542609545
"3548","ELF3(+)","DC",0.342825184467633
"3549","ELF4(+)","DC",0.190028256064916
"3550","ELK1(+)","DC",0.414239540337898
"3551","ELK3(+)","DC",0.0127803332127934
"3552","ELK4(+)","DC",0.203150937362096
"3555","ERF(+)","DC",0.0659162656850407
"3556","ESRRA(+)","DC",0.16604668452484
"3558","ETS2(+)","DC",0.203548887332287
"3559","ETV2(+)","DC",0.0803053321653613
"3560","ETV5(+)","DC",0.217276434551317
"3561","ETV6(+)","DC",0.335409053111791
"3562","ETV7(+)","DC",0.022478434168396
"3565","FOS(+)","DC",0.227927721995181
"3566","FOSB(+)","DC",0.121152677665076
"3567","FOSL1(+)","DC",0.0785605059872596
"3568","FOSL2(+)","DC",0.073930989466099
"3571","FOXJ3(+)","DC",0.361631998711064
"3572","FOXK1(+)","DC",0.0774199404773175
"3582","GABPB1(+)","DC",0.165513008913424
"3584","GATA2(+)","DC",0.153985103842288
"3591","HDAC2(+)","DC",0.466982737588165
"3592","HES1(+)","DC",0.359923326645366
"3596","HOXA10(+)","DC",0.470058556711616
"3605","IRF5(+)","DC",0.20617150415265
"3607","IRF8(+)","DC",0.514731427597071
"3609","JDP2(+)","DC",0.390742336470213
"3610","JUN(+)","DC",0.132757906895078
"3612","JUND(+)","DC",0.185222595792847
"3615","KLF1(+)","DC",1.02690221593298
"3616","KLF10(+)","DC",0.290172003261821
"3617","KLF11(+)","DC",0.018130411136056
"3619","KLF13(+)","DC",0.174898820629636
"3620","KLF16(+)","DC",0.366023966154052
"3623","KLF4(+)","DC",0.421416992423395
"3624","KLF6(+)","DC",0.205706502674559
"3627","LEF1(+)","DC",0.016616431034613
"3628","MAFB(+)","DC",0.188283968271432
"3631","MAFK(+)","DC",0.618973170731566
"3634","MEF2A(+)","DC",1.54119146271964
"3635","MEF2C(+)","DC",0.0829147746325437
"3636","MEF2D(+)","DC",1.19658053945217
"3637","MGA(+)","DC",0.00467798320440053
"3638","MITF(+)","DC",0.47261708498293
"3639","MLX(+)","DC",0.0111015733185115
"3640","MLXIP(+)","DC",0.437720659501297
"3644","MYB(+)","DC",0.306763710016576
"3647","MYC(+)","DC",0.475757726713769
"3648","MYCL(+)","DC",1.1041927012637
"3650","NELFE(+)","DC",0.185711155290495
"3655","NFE2L1(+)","DC",0.180758148484691
"3657","NFE2L3(+)","DC",1.40528573927983
"3658","NFIC(+)","DC",0.269708299095826
"3660","NFIX(+)","DC",0.837980338774783
"3661","NFKB1(+)","DC",0.559594601122741
"3664","NFYB(+)","DC",1.52239100156207
"3667","NR1D2(+)","DC",0.0232702795975967
"3672","NR3C1(+)","DC",0.0903103937226687
"3673","NRF1(+)","DC",1.09351681446083
"3674","PAX5(+)","DC",0.250798015759105
"3677","PBX3(+)","DC",0.365262448943099
"3681","PLAG1(+)","DC",0.737383195121975
"3682","PLAGL1(+)","DC",1.05190773396559
"3686","POLE3(+)","DC",0.736086846366007
"3688","POU2F2(+)","DC",0.523769334669868
"3689","PPARA(+)","DC",1.63105642675158
"3696","RCOR1(+)","DC",0.209128396470606
"3700","REST(+)","DC",0.000939662447588267
"3703","RFX3(+)","DC",0.42864219300858
"3704","RFX5(+)","DC",1.47220009852627
"3705","RFXANK(+)","DC",0.249448876902518
"3706","RFXAP(+)","DC",0.560835498153782
"3707","RUNX2(+)","DC",0.689625179448659
"3711","SAP30(+)","DC",0.348762769697431
"3719","SNAI1(+)","DC",0.751098019959908
"3722","SOX4(+)","DC",0.0219718068417352
"3723","SOX8(+)","DC",0.598670254511147
"3726","SP3(+)","DC",0.544596846979829
"3728","SPI1(+)","DC",0.341271890580364
"3729","SPIB(+)","DC",0.516745561972742
"3731","SREBF2(+)","DC",0.318689537558687
"3732","SRF(+)","DC",0.279292151718813
"3734","STAT2(+)","DC",0.0740063855227761
"3738","SUPT20H(+)","DC",0.180938878049957
"3739","TAF1(+)","DC",0.0761946064259305
"3742","TBP(+)","DC",0.0850201449073006
"3743","TBPL1(+)","DC",0.0154495286914128
"3745","TCF12(+)","DC",1.12950727699354
"3747","TCF4(+)","DC",0.549375113306375
"3748","TCF7L2(+)","DC",0.0950590348054511
"3751","TFDP1(+)","DC",1.18069059381625
"3752","TFEC(+)","DC",0.62904941090341
"3756","TRPS1(+)","DC",0.0591912927514714
"3757","UBP1(+)","DC",0.200200619178147
"3758","UBTF(+)","DC",0.0311524758820745
"3760","USF2(+)","DC",0.337059465187718
"3764","XBP1(+)","DC",0.405642127142211
"3766","YY1(+)","DC",0.316301450654207
"3767","ZBTB7A(+)","DC",0.121717200791087
"3768","ZBTB7B(+)","DC",0.524315593039752
"3770","ZFX(+)","DC",0.218810611146194
"3771","ZMIZ1(+)","DC",0.395671135943411
"3773","ZNF121(+)","DC",0.0356143027485236
"3776","ZNF217(+)","DC",0.536896946697173
"3777","ZNF266(+)","DC",0.588883054443894
"3780","ZNF317(+)","DC",0.249275317211004
"3781","ZNF319(+)","DC",0.0307029833729935
"3786","ZNF467(+)","DC",1.04278280575961
"3794","ZNF605(+)","DC",0.467718195394033
"3799","ZNF765(+)","DC",0.933368391741225
"3800","ZNF784(+)","DC",0.329666842126186
"3801","ZNF791(+)","DC",0.219941054642918
"3803","ZNF808(+)","DC",1.07890795483017
"3805","ADNP2(+)","NEU(2)",0.0154601377699724
"3807","ARID5B(+)","NEU(2)",0.133260531839839
"3809","ARNTL(+)","NEU(2)",0.0367088363320673
"3811","ASCL2(+)","NEU(2)",0.451974560590985
"3812","ATF1(+)","NEU(2)",0.225006717425519
"3813","ATF2(+)","NEU(2)",0.174040809326395
"3816","ATF5(+)","NEU(2)",0.466225440537958
"3818","ATF6B(+)","NEU(2)",1.769223039463
"3819","ATF7(+)","NEU(2)",0.372733774808593
"3823","BATF3(+)","NEU(2)",0.0734807291725895
"3826","BCL11B(+)","NEU(2)",0.838525345610748
"3827","BCL3(+)","NEU(2)",0.152668651443039
"3828","BCL6(+)","NEU(2)",0.828640550671827
"3830","BDP1(+)","NEU(2)",0.876942798780468
"3831","BHLHE40(+)","NEU(2)",0.135986614138678
"3832","BPTF(+)","NEU(2)",0.776427634387426
"3833","BRCA1(+)","NEU(2)",0.249340853488033
"3834","BRF1(+)","NEU(2)",0.141962897305058
"3835","BRF2(+)","NEU(2)",0.190232538806182
"3836","CBFB(+)","NEU(2)",0.0737565749142904
"3842","CEBPZ(+)","NEU(2)",0.368778336069784
"3843","CHD2(+)","NEU(2)",0.706809523125451
"3845","CPSF4(+)","NEU(2)",0.134134860989982
"3846","CREB1(+)","NEU(2)",0.342261067349328
"3847","CREB3(+)","NEU(2)",0.173502493313941
"3849","CREB5(+)","NEU(2)",0.816130025057331
"3851","CTCF(+)","NEU(2)",0.455130934774302
"3853","DDIT3(+)","NEU(2)",0.40831040171931
"3855","E2F2(+)","NEU(2)",0.000506641240619988
"3856","E2F3(+)","NEU(2)",0.399905802739214
"3857","E2F4(+)","NEU(2)",0.443664894533527
"3860","EGR1(+)","NEU(2)",0.0465767501090732
"3861","EGR2(+)","NEU(2)",0.254211473700162
"3863","ELF1(+)","NEU(2)",0.162724123035267
"3864","ELF2(+)","NEU(2)",0.215810792077738
"3866","ELF4(+)","NEU(2)",0.545708523158646
"3867","ELK1(+)","NEU(2)",0.18479254143719
"3869","ELK4(+)","NEU(2)",0.0926605730587307
"3870","EOMES(+)","NEU(2)",0.595558430634667
"3871","EP300(+)","NEU(2)",0.298147239028671
"3874","ETS1(+)","NEU(2)",0.18480191794875
"3876","ETV2(+)","NEU(2)",0.0916397014628212
"3878","ETV6(+)","NEU(2)",0.0774342336356457
"3879","ETV7(+)","NEU(2)",0.312597334884939
"3880","EZH2(+)","NEU(2)",0.0260762241453876
"3883","FOSB(+)","NEU(2)",0.378939176178678
"3885","FOSL2(+)","NEU(2)",0.347343587104986
"3886","FOXD2(+)","NEU(2)",0.205926212136296
"3887","FOXJ2(+)","NEU(2)",0.286791408904305
"3888","FOXJ3(+)","NEU(2)",0.762483334180761
"3889","FOXK1(+)","NEU(2)",0.440273240398584
"3891","FOXN2(+)","NEU(2)",0.976109438051874
"3892","FOXO1(+)","NEU(2)",0.257929338290304
"3893","FOXO3(+)","NEU(2)",0.516037465903356
"3895","FOXP1(+)","NEU(2)",0.183842918882242
"3896","FOXP3(+)","NEU(2)",0.230786474531956
"3897","FOXP4(+)","NEU(2)",0.29168228741984
"3898","GABPA(+)","NEU(2)",0.595514133748257
"3901","GATA2(+)","NEU(2)",0.0400236194967397
"3902","GATA3(+)","NEU(2)",0.49376806016142
"3910","HES6(+)","NEU(2)",0.267966792469351
"3911","HIVEP2(+)","NEU(2)",0.116635721381103
"3912","HLTF(+)","NEU(2)",0.813794110368732
"3913","HOXA10(+)","NEU(2)",0.42138755820435
"3914","HOXA5(+)","NEU(2)",0.913330718736237
"3915","HOXB7(+)","NEU(2)",1.52827092613901
"3916","IKZF1(+)","NEU(2)",0.176495668597229
"3917","ING4(+)","NEU(2)",0.547396733744967
"3918","IRF1(+)","NEU(2)",0.168968582725974
"3919","IRF2(+)","NEU(2)",0.161058038635
"3920","IRF3(+)","NEU(2)",0.649798446139225
"3923","IRF7(+)","NEU(2)",0.126496454439519
"3925","IRF9(+)","NEU(2)",0.615601785782654
"3928","JUNB(+)","NEU(2)",0.106574943576424
"3930","KDM5A(+)","NEU(2)",1.11111532144254
"3931","KDM5B(+)","NEU(2)",0.426784453840296
"3935","KLF12(+)","NEU(2)",1.58286304581788
"3936","KLF13(+)","NEU(2)",0.510305883636261
"3939","KLF3(+)","NEU(2)",0.040159429812393
"3946","MAFF(+)","NEU(2)",0.325313604869513
"3947","MAFG(+)","NEU(2)",0.210701532314054
"3948","MAFK(+)","NEU(2)",0.124496889865547
"3950","MAZ(+)","NEU(2)",0.236363740981689
"3953","MEF2D(+)","NEU(2)",0.580585097178454
"3954","MGA(+)","NEU(2)",0.917549044458672
"3956","MLX(+)","NEU(2)",0.121743907982135
"3959","MTA3(+)","NEU(2)",0.591937640253001
"3960","MXI1(+)","NEU(2)",0.659557788441541
"3961","MYB(+)","NEU(2)",0.27025380743705
"3962","MYBL1(+)","NEU(2)",0.906031069830597
"3963","MYBL2(+)","NEU(2)",0.980795185494169
"3965","MYCL(+)","NEU(2)",0.825183192703902
"3966","MYEF2(+)","NEU(2)",1.1894227310909
"3968","NF1(+)","NEU(2)",0.72411905111884
"3969","NFATC1(+)","NEU(2)",1.2702112694169
"3970","NFATC2(+)","NEU(2)",0.99258125942979
"3973","NFE2L2(+)","NEU(2)",0.212993589824071
"3974","NFE2L3(+)","NEU(2)",0.869734505607296
"3975","NFIC(+)","NEU(2)",0.463037808308485
"3976","NFIL3(+)","NEU(2)",0.308065601216388
"3979","NFKB2(+)","NEU(2)",0.385026423718935
"3980","NFYA(+)","NEU(2)",0.602238597195304
"3982","NKX3-1(+)","NEU(2)",0.676266141662228
"3983","NR1D1(+)","NEU(2)",0.0325925025184072
"3984","NR1D2(+)","NEU(2)",0.21502435080081
"3986","NR2C1(+)","NEU(2)",0.722847705642269
"3987","NR2C2(+)","NEU(2)",0.845424540669154
"3988","NR2F6(+)","NEU(2)",0.414190077412612
"3989","NR3C1(+)","NEU(2)",0.165961352448961
"3990","NRF1(+)","NEU(2)",0.00407755759194817
"3992","PAX8(+)","NEU(2)",0.483226537438959
"3995","PHF2(+)","NEU(2)",0.649325417922585
"3997","PKNOX1(+)","NEU(2)",0.587092336342953
"3998","PLAG1(+)","NEU(2)",0.663465901957729
"4001","PML(+)","NEU(2)",0.511817784891335
"4002","POLD2(+)","NEU(2)",0.148919503687351
"4004","POLR2A(+)","NEU(2)",0.497687340792025
"4007","PPARD(+)","NEU(2)",1.4568063736002
"4008","PRDM1(+)","NEU(2)",0.762920645719984
"4009","RAD21(+)","NEU(2)",0.605569998791881
"4010","RARA(+)","NEU(2)",0.532271898591384
"4011","RARG(+)","NEU(2)",0.459267910225869
"4012","RBBP5(+)","NEU(2)",0.901153288732962
"4013","RCOR1(+)","NEU(2)",0.0377504158415019
"4014","REL(+)","NEU(2)",0.130862778881635
"4015","RELA(+)","NEU(2)",0.0810739870246018
"4016","RELB(+)","NEU(2)",0.391935379098189
"4018","RFX1(+)","NEU(2)",0.817501464363773
"4019","RFX2(+)","NEU(2)",1.5966519750466
"4020","RFX3(+)","NEU(2)",0.110675231019551
"4022","RFXANK(+)","NEU(2)",0.328333860557689
"4023","RFXAP(+)","NEU(2)",0.61823156284268
"4024","RUNX2(+)","NEU(2)",0.860620361069021
"4025","RUNX3(+)","NEU(2)",0.582613479030218
"4026","RXRA(+)","NEU(2)",0.0897518041880148
"4028","SAP30(+)","NEU(2)",0.228706928394692
"4030","SIN3A(+)","NEU(2)",0.258117686308473
"4031","SMAD1(+)","NEU(2)",0.55165277033843
"4033","SMARCC1(+)","NEU(2)",0.39122235823951
"4034","SMARCC2(+)","NEU(2)",0.171901306097437
"4035","SMC3(+)","NEU(2)",0.665736322357528
"4036","SNAI1(+)","NEU(2)",0.529842972164185
"4037","SNAPC4(+)","NEU(2)",1.95006154186404
"4038","SOX15(+)","NEU(2)",0.212249847514321
"4039","SOX4(+)","NEU(2)",0.179276620340232
"4040","SOX8(+)","NEU(2)",0.739452391573802
"4041","SP1(+)","NEU(2)",0.00130212451813942
"4042","SP2(+)","NEU(2)",0.0324387393487589
"4044","SP4(+)","NEU(2)",0.544742510908738
"4047","SREBF1(+)","NEU(2)",0.175083179662542
"4048","SREBF2(+)","NEU(2)",0.342517082966741
"4050","STAT1(+)","NEU(2)",0.0396701640149805
"4051","STAT2(+)","NEU(2)",0.0312324321521125
"4052","STAT3(+)","NEU(2)",0.634468338731509
"4053","STAT5A(+)","NEU(2)",1.1529699440462
"4054","STAT5B(+)","NEU(2)",0.155607941676729
"4056","TAF1(+)","NEU(2)",0.835198366430294
"4058","TBL1XR1(+)","NEU(2)",0.121158763040774
"4059","TBP(+)","NEU(2)",0.434819745788597
"4060","TBPL1(+)","NEU(2)",0.834370792395323
"4061","TBX21(+)","NEU(2)",0.493136297232569
"4063","TCF3(+)","NEU(2)",0.218047523497846
"4069","TFEC(+)","NEU(2)",0.124415408291118
"4070","THAP1(+)","NEU(2)",0.522549666713885
"4071","THAP11(+)","NEU(2)",0.194384422312217
"4072","THRA(+)","NEU(2)",1.93577922322346
"4074","UBP1(+)","NEU(2)",0.368757967123027
"4075","UBTF(+)","NEU(2)",0.448870846083015
"4078","USP39(+)","NEU(2)",0.351377207616446
"4079","VDR(+)","NEU(2)",0.680185319133558
"4080","WRNIP1(+)","NEU(2)",0.241188524706817
"4082","XRCC4(+)","NEU(2)",0.599694312502762
"4083","YY1(+)","NEU(2)",0.129415083446721
"4086","ZEB1(+)","NEU(2)",0.96761240951046
"4087","ZFX(+)","NEU(2)",0.275093242358462
"4092","ZNF143(+)","NEU(2)",0.120178666945992
"4093","ZNF217(+)","NEU(2)",0.144126668131242
"4095","ZNF274(+)","NEU(2)",0.660802939200703
"4096","ZNF281(+)","NEU(2)",0.226000134302228
"4098","ZNF319(+)","NEU(2)",0.0309676733172674
"4099","ZNF384(+)","NEU(2)",1.18564081238676
"4100","ZNF426(+)","NEU(2)",1.31568204734848
"4101","ZNF444(+)","NEU(2)",0.245228279568376
"4102","ZNF45(+)","NEU(2)",0.268850743232856
"4104","ZNF493(+)","NEU(2)",0.562152823572399
"4105","ZNF502(+)","NEU(2)",0.941606642190417
"4107","ZNF568(+)","NEU(2)",0.105441049225728
"4109","ZNF587(+)","NEU(2)",0.975614112224948
"4110","ZNF600(+)","NEU(2)",0.803889852666296
"4112","ZNF614(+)","NEU(2)",0.765374518462271
"4114","ZNF740(+)","NEU(2)",0.51180487992464
"4117","ZNF784(+)","NEU(2)",0.0246318883457604
"4119","ZNF8(+)","NEU(2)",0.219830427274305
"4120","ZNF808(+)","NEU(2)",0.457397377210769
"4121","ZXDA(+)","NEU(2)",0.0529255665639361
"4125","ARNT(+)","Platelet",0.319815575040475
"4133","ATF5(+)","Platelet",0.0784988430753942
"4140","BATF3(+)","Platelet",0.118339167363747
"4149","BPTF(+)","Platelet",0.75954587263122
"4162","CPSF4(+)","Platelet",0.57859298290812
"4164","CREB3(+)","Platelet",0.922549198180108
"4169","CUX1(+)","Platelet",0.284324301550624
"4171","E2F1(+)","Platelet",1.9786752693416
"4172","E2F2(+)","Platelet",1.30688201512123
"4180","ELF1(+)","Platelet",3.1151237916466
"4185","ELK3(+)","Platelet",1.68569414267933
"4198","FLI1(+)","Platelet",2.31306079759799
"4203","FOXD2(+)","Platelet",2.7243710642034
"4208","FOXN2(+)","Platelet",1.22369082529046
"4210","FOXO3(+)","Platelet",0.502163071348025
"4217","GATA1(+)","Platelet",3.59662544952574
"4218","GATA2(+)","Platelet",3.25390392797633
"4219","GATA3(+)","Platelet",0.798166113618521
"4221","GTF2B(+)","Platelet",3.44515445374855
"4223","GTF3C2(+)","Platelet",1.48458647793093
"4224","HCFC1(+)","Platelet",0.290798595857685
"4229","HLTF(+)","Platelet",0.865909811406389
"4232","HOXB7(+)","Platelet",0.742001289632045
"4234","ING4(+)","Platelet",2.93995032491762
"4249","KLF1(+)","Platelet",0.568569582081357
"4254","KLF16(+)","Platelet",0.284088408473729
"4256","KLF3(+)","Platelet",0.447628609406542
"4259","KLF7(+)","Platelet",0.704382566382098
"4260","KLF9(+)","Platelet",3.59512317357434
"4266","MAX(+)","Platelet",3.43389137204155
"4268","MEF2A(+)","Platelet",0.374416352106016
"4270","MEF2D(+)","Platelet",0.10357790490771
"4273","MLX(+)","Platelet",0.41056229148307
"4276","MTA3(+)","Platelet",2.4515535882998
"4278","MYB(+)","Platelet",0.84555497876935
"4285","NF1(+)","Platelet",0.7948160773534
"4286","NFATC1(+)","Platelet",0.344716308033592
"4288","NFE2(+)","Platelet",3.04350271723653
"4292","NFIC(+)","Platelet",0.729628978265177
"4294","NFIX(+)","Platelet",1.33457785820881
"4300","NR1D1(+)","Platelet",0.795039270977269
"4301","NR1D2(+)","Platelet",0.322774150665129
"4303","NR2C1(+)","Platelet",1.00289289989801
"4310","PBX1(+)","Platelet",3.61115181915868
"4314","PKNOX1(+)","Platelet",1.72240566150496
"4316","PLAGL1(+)","Platelet",1.65597481551678
"4319","POLD2(+)","Platelet",0.26808396127674
"4328","RARG(+)","Platelet",0.830224523354302
"4348","SMAD1(+)","Platelet",2.13903156843477
"4352","SMC3(+)","Platelet",0.384583823283487
"4364","SREBF1(+)","Platelet",0.177320748258364
"4374","TAL1(+)","Platelet",3.59831383294596
"4385","TFDP1(+)","Platelet",0.623023824712667
"4388","THAP11(+)","Platelet",2.88403019107646
"4391","UBP1(+)","Platelet",1.3641327733445
"4395","USP39(+)","Platelet",1.1292185196488
"4396","VDR(+)","Platelet",1.23540914641162
"4397","WRNIP1(+)","Platelet",1.1165483654578
"4398","XBP1(+)","Platelet",0.053582969930157
"4406","ZNF12(+)","Platelet",1.19512859377402
"4408","ZNF140(+)","Platelet",1.75181052465079
"4421","ZNF493(+)","Platelet",0.822425890838061
"4425","ZNF570(+)","Platelet",2.1969232310439
"4426","ZNF587(+)","Platelet",2.24437847541041
"4427","ZNF600(+)","Platelet",0.834248021827361
"4428","ZNF605(+)","Platelet",0.210836926731782
"4431","ZNF740(+)","Platelet",0.114536169480309
"4433","ZNF765(+)","Platelet",0.624064290369272
"4435","ZNF791(+)","Platelet",0.479457127164592
"4438","ZXDA(+)","Platelet",2.16684310624362
"4439","ADNP2(+)","Plasma",1.30630272930558
"4444","ARNTL2(+)","Plasma",1.52628537203326
"4450","ATF5(+)","Plasma",0.804436997243289
"4452","ATF6B(+)","Plasma",0.489536901171711
"4456","BATF(+)","Plasma",0.871984106888122
"4466","BPTF(+)","Plasma",0.384202188111855
"4467","BRCA1(+)","Plasma",0.163599287315259
"4470","CBFB(+)","Plasma",0.402175366405419
"4478","CLOCK(+)","Plasma",0.0354712511892107
"4479","CPSF4(+)","Plasma",0.612637009874022
"4481","CREB3(+)","Plasma",0.199362767623129
