"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCL5",0,2.20531532456254,0.906,0.194,0,"0","CCL5"
"GZMH",0,2.20369178573356,0.666,0.13,0,"0","GZMH"
"CD3D",0,2.17242805161663,0.571,0.09,0,"0","CD3D"
"LINC01871",0,2.04410357787296,0.398,0.05,0,"0","LINC01871"
"IL32",0,2.02124561788384,0.803,0.203,0,"0","IL32"
"CD3G",0,1.99198100059263,0.457,0.071,0,"0","CD3G"
"CD8A",0,1.97249719337218,0.298,0.023,0,"0","CD8A"
"CD8B",0,1.86724638562075,0.253,0.016,0,"0","CD8B"
"CD3E",0,1.80340548529595,0.58,0.131,0,"0","CD3E"
"TRGC2",0,1.79829091568638,0.308,0.03,0,"0","TRGC2"
"TRAC",0,1.75684927291666,0.476,0.099,0,"0","TRAC"
"TRBC2",0,1.6859004838748,0.502,0.146,0,"0","TRBC2"
"NKG7",0,1.64692399354139,0.912,0.237,0,"0","NKG7"
"KLRG1",0,1.62509097629874,0.286,0.032,0,"0","KLRG1"
"CD2",0,1.56493133932514,0.331,0.069,0,"0","CD2"
"GZMA",0,1.4697634614184,0.611,0.15,0,"0","GZMA"
"GZMM",0,1.35242819826173,0.428,0.117,0,"0","GZMM"
"LYAR",0,1.30755565125209,0.253,0.059,0,"0","LYAR"
"CD52",0,1.26870510289782,0.79,0.47,0,"0","CD52"
"LIME1",0,1.26718204163751,0.368,0.116,0,"0","LIME1"
"CST7",0,1.24288958312456,0.638,0.187,0,"0","CST7"
"HCST",0,1.2369321043862,0.673,0.349,0,"0","HCST"
"RORA",0,1.19601032000632,0.294,0.088,0,"0","RORA"
"C12orf75",0,1.18904461695536,0.336,0.099,0,"0","C12orf75"
"BCL11B",0,1.09853537524288,0.291,0.088,0,"0","BCL11B"
"GZMB",0,1.08948169699446,0.494,0.155,0,"0","GZMB"
"RPS27",0,1.08416837091548,0.994,0.834,0,"0","RPS27"
"RPS29",0,1.08225512463263,0.96,0.707,0,"0","RPS29"
"GNLY",0,1.06994286882113,0.772,0.24,0,"0","GNLY"
"PPP2R5C",0,1.06904346821299,0.564,0.286,0,"0","PPP2R5C"
"FGFBP2",0,1.05588073662826,0.478,0.144,0,"0","FGFBP2"
"KLRD1",0,0.993813763731599,0.428,0.148,0,"0","KLRD1"
"CTSW",0,0.984925713051353,0.486,0.157,0,"0","CTSW"
"PRF1",0,0.867220170344061,0.495,0.158,0,"0","PRF1"
"RPS3",0,0.816628511799038,0.967,0.756,0,"0","RPS3"
"RPL23A",0,0.816444465514457,0.889,0.661,0,"0","RPL23A"
"RPL3",0,0.72450846235686,0.93,0.71,0,"0","RPL3"
"RPS19",0,0.703325618576043,0.953,0.741,0,"0","RPS19"
"RPS21",0,0.663976782067386,0.94,0.72,0,"0","RPS21"
"MALAT1",0,0.658627132652034,0.999,0.995,0,"0","MALAT1"
"RPS14",0,0.657131447014759,0.952,0.776,0,"0","RPS14"
"RPL41",0,0.62807550381045,0.986,0.88,0,"0","RPL41"
"RPS18",0,0.623903156776825,0.94,0.736,0,"0","RPS18"
"RPS12",0,0.600570451681872,0.986,0.834,0,"0","RPS12"
"TMSB4X",0,0.534294976049965,0.99,0.962,0,"0","TMSB4X"
"B2M",0,0.51409829661966,1,0.998,0,"0","B2M"
"RPL27A",8.14287579449196e-307,0.953242011092118,0.687,0.462,1.87408286410233e-302,"0","RPL27A"
"RPLP2",3.64877316344299e-306,0.567016196372012,0.935,0.743,8.39765143566404e-302,"0","RPLP2"
"RPL35",2.43786597159886e-305,0.718986689196376,0.833,0.625,5.61074853363477e-301,"0","RPL35"
"RPL37A",7.96296774909999e-305,0.675360494555295,0.863,0.667,1.83267702745536e-300,"0","RPL37A"
"LCK",6.06330870977544e-300,1.09781729577735,0.293,0.095,1.39547049955482e-295,"0","LCK"
"ARL4C",2.08008232359013e-295,0.992659120472241,0.418,0.176,4.78730946774269e-291,"0","ARL4C"
"RPL36",3.17973340688601e-294,0.568291048892104,0.926,0.727,7.31815643594814e-290,"0","RPL36"
"RPS15",2.95198225715884e-286,0.536688718842146,0.95,0.774,6.79398716485106e-282,"0","RPS15"
"RPL10",1.14675158000089e-278,0.42527358543471,0.991,0.856,2.63924876137206e-274,"0","RPL10"
"PCED1B-AS1",3.19044875873535e-278,1.00243881068522,0.392,0.164,7.34281781822941e-274,"0","PCED1B-AS1"
"RPL38",8.8132004140074e-276,0.773653866952952,0.738,0.517,2.0283580752838e-271,"0","RPL38"
"RPS28",1.05988153377923e-270,0.463916911930119,0.973,0.824,2.4393173499929e-266,"0","RPS28"
"SPOCK2",1.05573652250944e-258,1.04029235069675,0.252,0.08,2.42977760655547e-254,"0","SPOCK2"
"RPSA",1.01465271887816e-257,0.577224763633581,0.86,0.629,2.33522323249809e-253,"0","RPSA"
"CD99",7.37212903639578e-254,0.942249147167939,0.502,0.273,1.69669549772649e-249,"0","CD99"
"DUSP2",6.46793501810635e-249,1.11206680985862,0.3,0.113,1.48859524441718e-244,"0","DUSP2"
"CRIP1",3.18383756267555e-248,0.873019707640951,0.617,0.381,7.32760215049779e-244,"0","CRIP1"
"RPL14",8.09861106475768e-247,0.562614420928674,0.891,0.705,1.86389533655398e-242,"0","RPL14"
"TMSB10",6.34406758499305e-245,0.496885058548867,0.963,0.84,1.46008715468615e-240,"0","TMSB10"
"RPL13",7.74288846868469e-245,0.388457275120471,0.984,0.838,1.78202578106778e-240,"0","RPL13"
"IL7R",1.36345566624343e-243,1.04742805770971,0.291,0.104,3.13799321585925e-239,"0","IL7R"
"RPS10",7.02647380525897e-242,0.523108116776114,0.895,0.713,1.61714294628035e-237,"0","RPS10"
"RPS15A",7.44144789379163e-234,0.444375510729644,0.975,0.827,1.71264923275614e-229,"0","RPS15A"
"MT-ATP6",6.16929546096652e-229,0.386109568032757,0.997,0.94,1.41986335034144e-224,"0","MT-ATP6"
"CD81",1.59146868510961e-226,0.96393475809606,0.364,0.167,3.66276517877977e-222,"0","CD81"
"TRBC1",5.50416382844077e-224,1.05899468840696,0.296,0.116,1.26678330511564e-219,"0","TRBC1"
"CCL4",6.77241569682419e-221,0.571697414108477,0.331,0.131,1.55867147262409e-216,"0","CCL4"
"IFITM1",1.05284694411996e-220,0.709983297798873,0.491,0.247,2.42312724189208e-216,"0","IFITM1"
"RPS25",6.63023344791702e-214,0.508993449200642,0.853,0.66,1.5259482280381e-209,"0","RPS25"
"RPL32",1.00633351803271e-210,0.351531068594968,0.976,0.825,2.31607659175229e-206,"0","RPL32"
"PLAAT4",1.01691312721767e-208,0.973422345524171,0.33,0.149,2.34042556229146e-204,"0","PLAAT4"
"RPL28",5.82649296666572e-207,0.373490272069788,0.986,0.892,1.34096735627812e-202,"0","RPL28"
"TLE5",5.82467992508361e-203,0.818879809134671,0.519,0.311,1.34055008475799e-198,"0","TLE5"
"ABHD17A",5.4659434182874e-200,0.889477030916511,0.341,0.156,1.25798687771884e-195,"0","ABHD17A"
"RPS2",9.8713111736092e-200,0.431322021091806,0.934,0.77,2.27188226660616e-195,"0","RPS2"
"RPL37",2.61937034983705e-193,0.390788379757074,0.947,0.796,6.02848086014998e-189,"0","RPL37"
"RPL36A",8.594354391234e-192,0.572300241393084,0.767,0.579,1.97799066314251e-187,"0","RPL36A"
"RPL19",1.66754555283135e-191,0.377436971283691,0.94,0.774,3.83785608984136e-187,"0","RPL19"
"RPL26",7.74185285410865e-191,0.458466626931819,0.917,0.765,1.78178743437311e-186,"0","RPL26"
"RPS27A",1.3300290514172e-190,0.405472807933581,0.962,0.823,3.06106186183668e-186,"0","RPS27A"
"CALM1",1.10862236093607e-183,0.712666289860838,0.608,0.419,2.55149436369436e-179,"0","CALM1"
"PAXX",4.37994421115652e-181,0.963260342990389,0.31,0.145,1.00804416019767e-176,"0","PAXX"
"RPL35A",6.70866949785569e-181,0.452868105388177,0.869,0.709,1.54400028493149e-176,"0","RPL35A"
"RPL13A",9.88927825196842e-181,0.538223828922221,0.809,0.651,2.27601738969053e-176,"0","RPL13A"
"C12orf57",5.99039440231319e-174,0.896248598059308,0.335,0.166,1.37868927169238e-169,"0","C12orf57"
"RUNX3",2.57624569497412e-171,0.825344537647094,0.301,0.137,5.92922946698294e-167,"0","RUNX3"
"RPL21",7.0924596140607e-171,0.417054717183998,0.904,0.752,1.63232958017607e-166,"0","RPL21"
"RPL30",8.90546934075804e-167,0.333337277671396,0.943,0.819,2.04959376877546e-162,"0","RPL30"
"RPL18A",9.48429846537492e-167,0.341802936962361,0.95,0.783,2.18281129180604e-162,"0","RPL18A"
"TMA7",3.65705218347469e-164,0.659498713878031,0.638,0.469,8.41670560026699e-160,"0","TMA7"
"RPS4X",2.2179588534713e-162,0.384932508875404,0.908,0.736,5.1046323012642e-158,"0","RPS4X"
"MT-ND5",6.2703720507915e-155,0.560587726837363,0.795,0.66,1.44312612748966e-150,"0","MT-ND5"
"RPL7A",1.11579045464237e-153,0.407912070758035,0.884,0.725,2.56799173135941e-149,"0","RPL7A"
"RPS7",6.64829783395569e-150,0.401012600880818,0.878,0.724,1.5301057464849e-145,"0","RPS7"
"S100A4",2.55609201256062e-147,0.416509299713814,0.896,0.737,5.88284576690826e-143,"0","S100A4"
"MYL12A",1.4183986044254e-145,0.545166455228552,0.695,0.546,3.26444438808505e-141,"0","MYL12A"
"HLA-C",1.63066270274716e-145,0.264796856372283,0.91,0.818,3.7529702103726e-141,"0","HLA-C"
"ETS1",3.12590288322437e-144,0.705105200542622,0.347,0.18,7.19426548574088e-140,"0","ETS1"
"ITGAL",8.49710619738606e-144,0.897428253375178,0.301,0.155,1.9556089913284e-139,"0","ITGAL"
"RPL27",8.18908658247926e-138,0.514639790169868,0.709,0.555,1.8847182769576e-133,"0","RPL27"
"RPS16",8.97875441681486e-138,0.388228372359396,0.855,0.702,2.06646032902994e-133,"0","RPS16"
"PRMT2",1.39823414246834e-136,0.824074229316434,0.305,0.16,3.21803587889089e-132,"0","PRMT2"
"RPL17",2.69806154095016e-132,0.40043989860795,0.847,0.702,6.20958863649679e-128,"0","RPL17"
"RPL18",1.73181629727135e-131,0.333099257207484,0.907,0.742,3.98577520817001e-127,"0","RPL18"
"TOMM7",1.00958544220969e-127,0.639044925233802,0.545,0.39,2.3235608952456e-123,"0","TOMM7"
"HLA-A",1.0983053227629e-122,0.335525967696388,0.885,0.805,2.52774970033881e-118,"0","HLA-A"
"SUN2",1.1637350925387e-121,0.777747102109803,0.311,0.171,2.67833631547781e-117,"0","SUN2"
"RPL24",9.21407057382855e-115,0.415932299345241,0.759,0.615,2.12061834256664e-110,"0","RPL24"
"RPS6",1.05200551509409e-111,0.28692101464915,0.856,0.703,2.42119069298904e-107,"0","RPS6"
"ITGB1",1.47937820240123e-109,0.82388597556788,0.328,0.198,3.40478893282643e-105,"0","ITGB1"
"MT-CYB",7.78479475497425e-109,0.284238599183258,0.992,0.924,1.79167051285732e-104,"0","MT-CYB"
"RPL29",2.76104216710624e-107,0.316966882545302,0.884,0.725,6.35453854759502e-103,"0","RPL29"
"AAK1",1.57143504400628e-103,0.738754978708435,0.261,0.14,3.61665775378046e-99,"0","AAK1"
"RPL10A",3.2351703909626e-102,0.341249643580192,0.769,0.621,7.44574465480042e-98,"0","RPL10A"
"C1orf56",6.29589639323181e-99,0.540296835831368,0.543,0.405,1.4490005549023e-94,"0","C1orf56"
"RPL5",1.0045712546641e-94,0.273132096760678,0.831,0.672,2.31202074260944e-90,"0","RPL5"
"TBC1D10C",1.74678525454985e-91,0.634679954914357,0.297,0.172,4.02022626334648e-87,"0","TBC1D10C"
"FLNA",3.77629272595933e-90,0.570628761581537,0.457,0.323,8.69113770879541e-86,"0","FLNA"
"EVL",1.49008368450664e-89,0.589941451905112,0.358,0.226,3.42942759989203e-85,"0","EVL"
"RPS5",8.74667245380681e-89,0.26820500383878,0.786,0.622,2.01304666524364e-84,"0","RPS5"
"GUK1",2.65621218855306e-86,0.631854790223391,0.357,0.236,6.11327235195486e-82,"0","GUK1"
"MIF",3.22857867677533e-84,0.571995514006086,0.423,0.301,7.43057382459843e-80,"0","MIF"
"PPDPF",8.09320795455766e-83,0.613266811742815,0.373,0.253,1.86265181074145e-78,"0","PPDPF"
"MZT2B",3.21806314158599e-81,0.670368026387536,0.283,0.173,7.40637232036015e-77,"0","MZT2B"
"RPL36AL",3.19141592823888e-80,0.534881543144521,0.471,0.353,7.34504375884178e-76,"0","RPL36AL"
"FYN",5.18886581519588e-79,0.649254205525411,0.259,0.153,1.19421746736733e-74,"0","FYN"
"CDC42SE2",1.32163305629923e-78,0.587295106159289,0.385,0.266,3.04173847907269e-74,"0","CDC42SE2"
"ID2",4.6009048922128e-78,0.59334823932355,0.339,0.219,1.05889826094278e-73,"0","ID2"
"IL2RG",2.53522378467066e-76,0.461936318347358,0.357,0.228,5.83481754041953e-72,"0","IL2RG"
"CD247",8.15141966852391e-72,0.281295284628615,0.28,0.158,1.87604923671078e-67,"0","CD247"
"SH3BGRL3",3.24116561637002e-70,0.308516480500483,0.833,0.73,7.45954266607559e-66,"0","SH3BGRL3"
"ZFP36L2",2.55823175876235e-58,0.444416830770848,0.549,0.447,5.88777039279155e-54,"0","ZFP36L2"
"UBB",4.47431094279484e-58,0.443123334288891,0.463,0.36,1.02976266348423e-53,"0","UBB"
"CFL1",2.82827580886399e-57,0.317698495794429,0.753,0.672,6.50927677410047e-53,"0","CFL1"
"CALR",4.04513363499427e-53,0.585970493610102,0.324,0.234,9.30987506093931e-49,"0","CALR"
"KRTCAP2",1.09545840961432e-52,0.568122899152226,0.274,0.188,2.52119752972735e-48,"0","KRTCAP2"
"SNHG6",1.17765024092864e-52,0.512521595778851,0.317,0.225,2.71036202949726e-48,"0","SNHG6"
"EEF1D",6.10840208089791e-51,0.295807830478228,0.729,0.639,1.40584873891865e-46,"0","EEF1D"
"RPLP0",1.47694515979834e-50,0.288380771007384,0.615,0.508,3.39918928527588e-46,"0","RPLP0"
"HNRNPH1",6.82339747251872e-50,0.385673221355501,0.552,0.47,1.57040492830018e-45,"0","HNRNPH1"
"HSPA8",1.28325039076879e-47,0.432605826415682,0.416,0.326,2.95340077435437e-43,"0","HSPA8"
"RAP1B",1.21974235481828e-45,0.339508155352398,0.452,0.362,2.80723702961427e-41,"0","RAP1B"
"CXCR4",1.16217647938927e-44,0.34590111073607,0.433,0.333,2.6747491673144e-40,"0","CXCR4"
"OST4",5.61888877932078e-44,0.378472927201515,0.384,0.301,1.29318725256068e-39,"0","OST4"
"HLA-F",5.74309196914026e-42,0.418017150006655,0.322,0.238,1.32177261669763e-37,"0","HLA-F"
"AKNA",2.46417130477137e-41,0.452617694291796,0.261,0.181,5.6712902579313e-37,"0","AKNA"
"MYL12B",2.5493051113862e-41,0.382241593874558,0.507,0.432,5.86722571385534e-37,"0","MYL12B"
"HSP90AA1",7.72976925843481e-40,0.420843959711048,0.444,0.367,1.77900639482877e-35,"0","HSP90AA1"
"UBL5",2.53268123038004e-38,0.413455665223906,0.366,0.289,5.82896585171965e-34,"0","UBL5"
"JUN",1.63811596449341e-36,0.606372679711292,0.274,0.204,3.77012389228158e-32,"0","JUN"
"SSR4",4.44608137824087e-36,0.378407758312314,0.341,0.266,1.02326562920214e-31,"0","SSR4"
"CDC42SE1",1.77157525653002e-35,0.346649351377669,0.5,0.424,4.07728045290385e-31,"0","CDC42SE1"
"SRP14",3.79048824742306e-34,0.336688498497008,0.49,0.422,8.72380870144418e-30,"0","SRP14"
"RPL31",8.00596812664934e-33,0.325264214143994,0.44,0.367,1.84257356434835e-28,"0","RPL31"
"SSR2",1.62225616347205e-32,0.446953052320586,0.296,0.229,3.73362256023093e-28,"0","SSR2"
"PPIA",1.32916966051554e-31,0.284166233189173,0.522,0.454,3.05908397367651e-27,"0","PPIA"
"CD47",3.26373724556804e-31,0.397184815036358,0.297,0.229,7.51149127067484e-27,"0","CD47"
"NOP53",3.37659096842817e-29,0.349738041014659,0.349,0.282,7.77122411383743e-25,"0","NOP53"
"EDF1",8.00525855656036e-29,0.417148477515676,0.327,0.266,1.84241025679237e-24,"0","EDF1"
"AHNAK",4.25370762203856e-28,0.339125902274445,0.367,0.3,9.78990809212175e-24,"0","AHNAK"
"PCSK7",1.54783576416999e-27,0.394112685735039,0.269,0.204,3.56234401123722e-23,"0","PCSK7"
"NDUFB2",7.41962163472668e-27,0.425492777672449,0.251,0.194,1.70762591923235e-22,"0","NDUFB2"
"RPS4Y1",6.7839648736241e-26,0.297409322259484,0.444,0.384,1.56132951566459e-21,"0","RPS4Y1"
"GSTK1",1.01640637464408e-25,0.409839358923725,0.267,0.209,2.33925927124334e-21,"0","GSTK1"
"RNF213",6.41235836158413e-25,0.312573297976851,0.338,0.275,1.47580427691859e-20,"0","RNF213"
"PSMB9",1.09861364425446e-23,0.291305295186294,0.321,0.258,2.52845930225163e-19,"0","PSMB9"
"SEPTIN7",2.25724364872002e-23,0.280379374832533,0.361,0.296,5.19504625752912e-19,"0","SEPTIN7"
"ATM",1.23506564196129e-22,0.351443556772802,0.254,0.198,2.84250357497391e-18,"0","ATM"
"APRT",1.36650475947382e-21,0.359129049957407,0.276,0.224,3.145010703929e-17,"0","APRT"
"ATP5ME",4.01844365144784e-21,0.330523537657541,0.384,0.335,9.24844806380721e-17,"0","ATP5ME"
"ARGLU1",1.25373663267776e-20,0.392101353683575,0.303,0.255,2.88547486010787e-16,"0","ARGLU1"
"RPS20",1.6705906394556e-20,0.273401384498899,0.347,0.294,3.84486435670706e-16,"0","RPS20"
"COX6C",3.04740294533158e-18,0.300538319243997,0.332,0.286,7.01359787868064e-14,"0","COX6C"
"POLR2L",2.9119764976349e-17,0.380279122500458,0.264,0.223,6.70191390930671e-13,"0","POLR2L"
"CCND3",1.10151927381477e-16,0.283490918360463,0.276,0.228,2.53514660868469e-12,"0","CCND3"
"COMMD6",1.5918264030329e-16,0.282117769568517,0.36,0.318,3.66358846658022e-12,"0","COMMD6"
"UQCR11",3.3832837280689e-16,0.276328762863475,0.375,0.334,7.78662750015057e-12,"0","UQCR11"
"NCL",7.54744681116696e-14,0.324444605746265,0.263,0.225,1.73704488359008e-09,"0","NCL"
"PET100",3.69388020925846e-12,0.313282781772382,0.272,0.238,8.50146530160834e-08,"0","PET100"
"ARL6IP4",1.18982534660187e-09,0.257111226005437,0.289,0.262,2.73838303520421e-05,"0","ARL6IP4"
"UQCR10",1.91336510550546e-09,0.250397393563401,0.267,0.239,4.40360979032081e-05,"0","UQCR10"
"NEDD8",3.98453451514302e-09,0.251776099271049,0.255,0.227,9.17040618660167e-05,"0","NEDD8"
"TBCA",1.24961604942447e-08,0.258916161493401,0.252,0.227,0.000287599133775041,"0","TBCA"
"VCAN",0,2.87271141110305,0.905,0.1,0,"1","VCAN"
"LYZ",0,2.84257163381923,0.998,0.244,0,"1","LYZ"
"AC020656.1",0,2.72061938878949,0.655,0.06,0,"1","AC020656.1"
"FCN1",0,2.40950774241352,0.894,0.146,0,"1","FCN1"
"CYBB",0,2.10967461245595,0.745,0.104,0,"1","CYBB"
"MS4A6A",0,2.05724462040005,0.697,0.075,0,"1","MS4A6A"
"CD14",0,2.00571499963643,0.698,0.081,0,"1","CD14"
"S100A12",0,1.96289219219952,0.699,0.089,0,"1","S100A12"
"CD36",0,1.91217893991248,0.562,0.052,0,"1","CD36"
"APLP2",0,1.89468306608296,0.763,0.148,0,"1","APLP2"
"AP1S2",0,1.85916705566697,0.714,0.132,0,"1","AP1S2"
"CTSS",0,1.81354027317907,0.972,0.362,0,"1","CTSS"
"KCTD12",0,1.71374538091554,0.488,0.05,0,"1","KCTD12"
"GRN",0,1.69882052130612,0.725,0.139,0,"1","GRN"
"FOS",0,1.6851184100236,0.938,0.317,0,"1","FOS"
"MPEG1",0,1.65525147504295,0.622,0.091,0,"1","MPEG1"
"S100A9",0,1.58598114217838,0.964,0.376,0,"1","S100A9"
"PSAP",0,1.58098315228672,0.871,0.277,0,"1","PSAP"
"CYP1B1",0,1.57453715141805,0.291,0.018,0,"1","CYP1B1"
"ADA2",0,1.56761494245388,0.532,0.087,0,"1","ADA2"
"TMEM176B",0,1.55794928183099,0.389,0.045,0,"1","TMEM176B"
"FGL2",0,1.5458395813948,0.745,0.162,0,"1","FGL2"
"CLEC7A",0,1.54081811987443,0.647,0.116,0,"1","CLEC7A"
"RETN",0,1.52600230900595,0.286,0.017,0,"1","RETN"
"CD93",0,1.5194787688186,0.424,0.049,0,"1","CD93"
"CST3",0,1.50356332660776,0.883,0.195,0,"1","CST3"
"TYMP",0,1.50088853709585,0.819,0.226,0,"1","TYMP"
"CPVL",0,1.43409626206173,0.48,0.061,0,"1","CPVL"
"TMEM176A",0,1.43140314943408,0.316,0.029,0,"1","TMEM176A"
"CLEC12A",0,1.42698768179923,0.495,0.072,0,"1","CLEC12A"
"GASK1B",0,1.38616154575864,0.303,0.02,0,"1","GASK1B"
"LGALS2",0,1.37360578919064,0.329,0.031,0,"1","LGALS2"
"MAFB",0,1.35032054030532,0.327,0.053,0,"1","MAFB"
"CD68",0,1.34563746267616,0.433,0.06,0,"1","CD68"
"IFI30",0,1.34544711079938,0.742,0.162,0,"1","IFI30"
"CD44",0,1.34433196834618,0.753,0.259,0,"1","CD44"
"SLC11A1",0,1.31934222059025,0.534,0.1,0,"1","SLC11A1"
"STXBP2",0,1.31671217587385,0.621,0.165,0,"1","STXBP2"
"CD302",0,1.30195803896525,0.42,0.06,0,"1","CD302"
"IRAK3",0,1.29812661042908,0.331,0.039,0,"1","IRAK3"
"TNFSF13B",0,1.29451383279431,0.49,0.082,0,"1","TNFSF13B"
"DUSP6",0,1.29312008552509,0.501,0.106,0,"1","DUSP6"
"ASAH1",0,1.27902850727303,0.629,0.167,0,"1","ASAH1"
"SLC7A7",0,1.260506397767,0.385,0.05,0,"1","SLC7A7"
"CRTAP",0,1.25812611396525,0.367,0.055,0,"1","CRTAP"
"KLF4",0,1.25584980419447,0.332,0.046,0,"1","KLF4"
"MARCH1",0,1.25365231483539,0.442,0.084,0,"1","MARCH1"
"DMXL2",0,1.25276929718926,0.369,0.054,0,"1","DMXL2"
"CD300E",0,1.24354898472864,0.336,0.047,0,"1","CD300E"
"VIM",0,1.23486954408125,0.926,0.478,0,"1","VIM"
"CTSB",0,1.22949905568216,0.494,0.093,0,"1","CTSB"
"TKT",0,1.226658116452,0.703,0.194,0,"1","TKT"
"NPC2",0,1.22272741750035,0.652,0.175,0,"1","NPC2"
"H2AFY",0,1.21655221387402,0.548,0.137,0,"1","H2AFY"
"ANXA5",0,1.20417846509827,0.518,0.127,0,"1","ANXA5"
"LRP1",0,1.20359667923734,0.298,0.029,0,"1","LRP1"
"PLBD1",0,1.18739829078225,0.354,0.045,0,"1","PLBD1"
"SCPEP1",0,1.17993828281121,0.362,0.058,0,"1","SCPEP1"
"CTSD",0,1.16935173366717,0.686,0.23,0,"1","CTSD"
"ZNF385A",0,1.16852531101359,0.297,0.034,0,"1","ZNF385A"
"FKBP1A",0,1.15409231560339,0.706,0.229,0,"1","FKBP1A"
"FCER1G",0,1.15161485505964,0.829,0.286,0,"1","FCER1G"
"AC020916.1",0,1.1514879221472,0.506,0.13,0,"1","AC020916.1"
"MGST1",0,1.14594990762525,0.264,0.02,0,"1","MGST1"
"TGFBI",0,1.14369140461366,0.279,0.029,0,"1","TGFBI"
"STX11",0,1.14154339225037,0.416,0.081,0,"1","STX11"
"HLA-DRA",0,1.14073254667266,0.923,0.341,0,"1","HLA-DRA"
"DPYSL2",0,1.13490348798573,0.338,0.056,0,"1","DPYSL2"
"GABARAP",0,1.13214261876235,0.905,0.446,0,"1","GABARAP"
"SAMHD1",0,1.13146707358173,0.589,0.167,0,"1","SAMHD1"
"AHR",0,1.11678713543766,0.264,0.03,0,"1","AHR"
"PGD",0,1.11486381512169,0.449,0.087,0,"1","PGD"
"LGALS1",0,1.10973955965236,0.82,0.35,0,"1","LGALS1"
"TMEM170B",0,1.10964319926017,0.254,0.025,0,"1","TMEM170B"
"CFP",0,1.10770512413659,0.454,0.084,0,"1","CFP"
"SCO2",0,1.10761629730561,0.38,0.075,0,"1","SCO2"
"ZEB2",0,1.09737904749778,0.7,0.265,0,"1","ZEB2"
"ALDH2",0,1.08724217519551,0.29,0.031,0,"1","ALDH2"
"COTL1",0,1.08439194268143,0.887,0.341,0,"1","COTL1"
"BLVRB",0,1.08197617246185,0.378,0.061,0,"1","BLVRB"
"RNASE6",0,1.07717622380529,0.315,0.051,0,"1","RNASE6"
"ZFAND5",0,1.0752346769664,0.485,0.129,0,"1","ZFAND5"
"VMP1",0,1.07464443477038,0.639,0.188,0,"1","VMP1"
"YBX3",0,1.07415872103777,0.361,0.073,0,"1","YBX3"
"MYADM",0,1.06772831043399,0.526,0.13,0,"1","MYADM"
"GAS7",0,1.06736488994999,0.3,0.045,0,"1","GAS7"
"LTA4H",0,1.06645587970178,0.403,0.091,0,"1","LTA4H"
"PRAM1",0,1.06442776790426,0.293,0.04,0,"1","PRAM1"
"RNF130",0,1.06411263546015,0.492,0.104,0,"1","RNF130"
"BRI3",0,1.06306321298241,0.674,0.199,0,"1","BRI3"
"RAB31",0,1.05161759302483,0.367,0.067,0,"1","RAB31"
"ATP2B1-AS1",0,1.04648085976246,0.367,0.079,0,"1","ATP2B1-AS1"
"UBXN11",0,1.04088652421801,0.287,0.046,0,"1","UBXN11"
"TIMP2",0,1.03710221040221,0.398,0.066,0,"1","TIMP2"
"DPYD",0,1.03154045477405,0.302,0.046,0,"1","DPYD"
"CSTA",0,1.02649208243103,0.37,0.058,0,"1","CSTA"
"PLXDC2",0,1.01518689881042,0.274,0.035,0,"1","PLXDC2"
"CCDC88A",0,1.01290838030159,0.295,0.049,0,"1","CCDC88A"
"ATP6V1B2",0,1.00684664073449,0.415,0.094,0,"1","ATP6V1B2"
"SERPINB1",0,1.00475349259188,0.535,0.17,0,"1","SERPINB1"
"PLSCR1",0,1.00424455712139,0.304,0.061,0,"1","PLSCR1"
"METTL9",0,1.00362300597504,0.413,0.103,0,"1","METTL9"
"MAP3K1",0,1.00176700244605,0.403,0.105,0,"1","MAP3K1"
"PTPRE",0,0.994862692935947,0.512,0.138,0,"1","PTPRE"
"IRS2",0,0.993353914498406,0.306,0.057,0,"1","IRS2"
"CFD",0,0.989455581365567,0.467,0.097,0,"1","CFD"
"AHNAK1",0,0.978911096638642,0.627,0.246,0,"1","AHNAK"
"RAB32",0,0.966890740076088,0.273,0.037,0,"1","RAB32"
"QKI",0,0.966423343573789,0.417,0.101,0,"1","QKI"
"HIF1A",0,0.964754339320233,0.414,0.105,0,"1","HIF1A"
"S100A8",0,0.955756400448733,0.953,0.32,0,"1","S100A8"
"CEBPD",0,0.955056741972431,0.593,0.166,0,"1","CEBPD"
"KLF10",0,0.953803505327413,0.304,0.061,0,"1","KLF10"
"HLA-DRB5",0,0.948674208344895,0.361,0.084,0,"1","HLA-DRB5"
"TPP1",0,0.946769179143559,0.41,0.11,0,"1","TPP1"
"IRF2BP2",0,0.944399538876408,0.388,0.105,0,"1","IRF2BP2"
"C9orf72",0,0.944066832076663,0.287,0.054,0,"1","C9orf72"
"CAPG",0,0.939747187820808,0.318,0.056,0,"1","CAPG"
"POU2F2",0,0.939019899528068,0.446,0.132,0,"1","POU2F2"
"GRINA",0,0.936973551317455,0.323,0.069,0,"1","GRINA"
"LILRB2",0,0.933479545363566,0.366,0.074,0,"1","LILRB2"
"FCGRT",0,0.927758142492534,0.47,0.112,0,"1","FCGRT"
"TSPO",0,0.92470433443352,0.645,0.249,0,"1","TSPO"
"RHOB",0,0.913068194004032,0.307,0.091,0,"1","RHOB"
"SGK1",0,0.90805985587851,0.293,0.069,0,"1","SGK1"
"LY86",0,0.905823735882899,0.272,0.05,0,"1","LY86"
