"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EIF4A14",6.64044651229839e-29,0.836314653510383,0.669,0.409,1.52829876480548e-24,"11","EIF4A1"
"RPLP04",1.59592426429783e-28,0.788115665979724,0.728,0.524,3.67301969428147e-24,"11","RPLP0"
"PLEKHO11",8.00547067475613e-28,0.841791985963395,0.289,0.104,1.84245907579512e-23,"11","PLEKHO1"
"AC020656.12",1.65479010030302e-27,0.715520786610963,0.389,0.159,3.80849941584739e-23,"11","AC020656.1"
"H2AFY3",1.15186671001536e-26,0.785384187709085,0.445,0.204,2.65102123310036e-22,"11","H2AFY"
"KCTD122",1.77287452089184e-26,0.713935606126972,0.319,0.123,4.08027070983256e-22,"11","KCTD12"
"RPL194",6.32811766082985e-26,0.544918429011079,0.922,0.802,1.45641627963999e-21,"11","RPL19"
"EIF3L4",3.314081945594e-25,0.860359506173086,0.434,0.209,7.62735959778459e-21,"11","EIF3L"
"LGALS93",3.34566176486243e-25,0.792932103868217,0.286,0.109,7.70004055183088e-21,"11","LGALS9"
"COX5A1",7.46040756948407e-25,0.985904411940592,0.333,0.142,1.71701280211676e-20,"11","COX5A"
"RPL153",1.10715706385776e-24,0.577327956354739,0.874,0.764,2.54812198246863e-20,"11","RPL15"
"RPL224",1.96762465681075e-24,0.628655806905877,0.838,0.648,4.52848814764994e-20,"11","RPL22"
"JAML3",2.08779612973125e-24,0.59961938924742,0.359,0.151,4.80506279257648e-20,"11","JAML"
"ARPC1B4",2.4753389041139e-24,0.764819142169491,0.647,0.407,5.69699248781814e-20,"11","ARPC1B"
"GRN3",5.67462691775637e-24,0.649068727251218,0.487,0.236,1.30601538512163e-19,"11","GRN"
"AP1S24",3.79179079232936e-23,0.639311443071912,0.468,0.229,8.72680650854602e-19,"11","AP1S2"
"AP2S13",8.35832283905137e-23,0.735238463526384,0.409,0.195,1.92366800140767e-18,"11","AP2S1"
"SNX34",1.99273648714542e-22,1.21170610459217,0.465,0.245,4.58628302516518e-18,"11","SNX3"
"RPL264",3.18846066874261e-22,0.538782040346439,0.899,0.79,7.33824222911111e-18,"11","RPL26"
"SNHG293",3.61981941360238e-22,0.79220081357665,0.599,0.363,8.33101438040587e-18,"11","SNHG29"
"RPL64",8.83345574238984e-22,0.56453031714368,0.871,0.731,2.03301983911102e-17,"11","RPL6"
"EEF1A14",1.09223742797156e-21,0.427497584043419,0.964,0.893,2.51378444047655e-17,"11","EEF1A1"
"RPS112",1.14422992414593e-21,0.601651435359592,0.793,0.68,2.63344517042186e-17,"11","RPS11"
"RPS63",1.63679190484874e-21,0.521743117364791,0.88,0.728,3.76707656900938e-17,"11","RPS6"
"OSTC",1.76539931349759e-21,0.732580714119489,0.286,0.116,4.06306652001471e-17,"11","OSTC"
"AIF15",2.30860821315794e-21,0.404383149125558,0.535,0.261,5.31326180258301e-17,"11","AIF1"
"RACK14",3.07411449340202e-21,0.5875876195653,0.829,0.656,7.07507450656474e-17,"11","RACK1"
"RPL113",6.01303472595771e-21,0.438385189469438,0.927,0.836,1.38389994217917e-16,"11","RPL11"
"RPS154",2.47163014194299e-20,0.453795714326841,0.922,0.803,5.6884567716818e-16,"11","RPS15"
"HINT13",4.31898013564818e-20,0.78167089620869,0.599,0.371,9.94013278219429e-16,"11","HINT1"
"ANXA53",4.54062761927496e-20,0.673333300481914,0.392,0.191,1.04502544657613e-15,"11","ANXA5"
"RPL54",6.08228369528909e-20,0.53571848963088,0.838,0.698,1.39983759247078e-15,"11","RPL5"
"RNH13",1.13521587285052e-19,0.835220246526759,0.342,0.164,2.61269933136547e-15,"11","RNH1"
"PABPC15",2.98479282385125e-19,0.582969196861278,0.765,0.594,6.86950068409366e-15,"11","PABPC1"
"ATP5MF2",3.57253952555339e-19,0.805465051195829,0.384,0.19,8.22219971806112e-15,"11","ATP5MF"
"ACTB5",8.429608105815e-19,0.432855614659887,0.975,0.95,1.94007430555332e-14,"11","ACTB"
"RPS183",1.04104221039425e-18,0.400349204941195,0.899,0.77,2.39595864722236e-14,"11","RPS18"
"TIMP13",1.11182262793424e-18,0.57600920009375,0.328,0.148,2.55885977819066e-14,"11","TIMP1"
"PKM2",1.21425778182576e-18,0.66632073656711,0.409,0.204,2.79461428487199e-14,"11","PKM"
"EIF3K1",3.04807360957646e-18,0.712567063738404,0.571,0.342,7.01514141244023e-14,"11","EIF3K"
"SLC25A64",3.39603259170465e-18,0.723044180638062,0.56,0.352,7.81596900980824e-14,"11","SLC25A6"
"RPS3A3",4.92222986004782e-18,0.375853718171731,0.933,0.82,1.13285120229001e-13,"11","RPS3A"
"DDIT42",9.6800701164426e-18,0.320357753224929,0.275,0.114,2.22786813729927e-13,"11","DDIT4"
"YWHAE3",1.74990891225598e-17,0.496209847217998,0.342,0.159,4.02741536155715e-13,"11","YWHAE"
"GDI24",1.79440495933744e-17,0.627723914444053,0.417,0.217,4.12982301391511e-13,"11","GDI2"
"CSTB1",2.21766872071725e-17,0.594971911869812,0.409,0.212,5.10396456073075e-13,"11","CSTB"
"PRELID13",2.4350467008066e-17,0.675182262019723,0.426,0.227,5.60425998190638e-13,"11","PRELID1"
"FCER1G4",2.49843209783666e-17,0.453711861884331,0.639,0.376,5.75014147317106e-13,"11","FCER1G"
"EEF1B23",5.12181623597254e-17,0.712623119181714,0.689,0.473,1.17878600670908e-12,"11","EEF1B2"
"ATP5F1C1",5.13627952973826e-17,0.674837697421631,0.311,0.146,1.18211473376926e-12,"11","ATP5F1C"
"PPIA5",7.01327729888322e-17,0.628824325477741,0.681,0.463,1.61410577033797e-12,"11","PPIA"
"ATP5F1A2",7.65794530690699e-17,0.749415451187532,0.322,0.157,1.76247611238464e-12,"11","ATP5F1A"
"RAC13",1.76023849728612e-16,0.593978315906579,0.546,0.324,4.05118890150401e-12,"11","RAC1"
"GABARAP5",1.96283352561561e-16,0.499651934961815,0.728,0.522,4.51746135920432e-12,"11","GABARAP"
"RPS74",2.35042815480154e-16,0.47429778083403,0.88,0.749,5.40951039827575e-12,"11","RPS7"
"TPI13",2.49261091034788e-16,0.613164444057516,0.462,0.256,5.73674401016564e-12,"11","TPI1"
"TMSB4X4",2.77533958390515e-16,0.398637614400187,0.966,0.967,6.38744405235771e-12,"11","TMSB4X"
"DYNLL11",4.7739530665814e-16,0.68792063727804,0.345,0.172,1.09872529827371e-11,"11","DYNLL1"
"RPLP13",5.01396794180556e-16,0.310658408490358,0.969,0.875,1.15396472180655e-11,"11","RPLP1"
"LGALS33",5.73020717771748e-16,0.552671786755704,0.275,0.124,1.31880718195168e-11,"11","LGALS3"
"ATP5F1B1",6.31598560341616e-16,0.619755369755237,0.361,0.187,1.45362408662623e-11,"11","ATP5F1B"
"MS4A6A3",1.70460804628932e-15,0.666392937690417,0.345,0.18,3.92315541853488e-11,"11","MS4A6A"
"BRK12",4.7840493198645e-15,0.548436192346804,0.426,0.231,1.10104895096681e-10,"11","BRK1"
"ATP5PB3",5.71934227544663e-15,0.753186191212344,0.303,0.152,1.31630662469404e-10,"11","ATP5PB"
"UQCRH",8.71296069014018e-15,0.777086199505949,0.429,0.254,2.00528790283576e-10,"11","UQCRH"
"ATP5PO1",9.2860045076513e-15,0.626703619641569,0.35,0.181,2.13717393743595e-10,"11","ATP5PO"
"NACA4",1.12412786702563e-14,0.556109249456507,0.849,0.687,2.58718028595949e-10,"11","NACA"
"RAB313",1.18069953266273e-14,0.477369317613341,0.258,0.117,2.71737997442327e-10,"11","RAB31"
"FGL25",1.31045339878063e-14,0.35766448447382,0.479,0.259,3.01600849729362e-10,"11","FGL2"
"RPL7A4",1.43899323326631e-14,0.448238243638262,0.846,0.752,3.31184292636241e-10,"11","RPL7A"
"MPEG13",1.64055430039576e-14,0.508279521511566,0.353,0.18,3.77573572236083e-10,"11","MPEG1"
"HIGD2A1",1.72529508422084e-14,0.584144753883851,0.389,0.21,3.97076663633427e-10,"11","HIGD2A"
"RPL123",2.14987721081692e-14,0.383393858364364,0.882,0.774,4.94794240069514e-10,"11","RPL12"
"RPS93",8.38554741624228e-14,0.45147115302307,0.81,0.727,1.92993373784816e-09,"11","RPS9"
"RPL36A4",1.05351677185991e-13,0.552343800726246,0.762,0.61,2.42466885043559e-09,"11","RPL36A"
"VAMP83",1.6839349056835e-13,0.618293359512186,0.398,0.231,3.87557618543058e-09,"11","VAMP8"
"EIF3M1",3.00723561599452e-13,0.598164580435869,0.333,0.175,6.92115277021139e-09,"11","EIF3M"
"ATP5MC24",6.68230074868936e-13,0.596395704295388,0.599,0.427,1.53793151731086e-08,"11","ATP5MC2"
"ARF51",8.70023830439335e-13,0.396299957517896,0.286,0.142,2.00235984575613e-08,"11","ARF5"
"RPL324",1.18710509958719e-12,0.251173581954583,0.924,0.85,2.73212238669991e-08,"11","RPL32"
"GNAS2",1.41055934326846e-12,0.502817113001993,0.532,0.332,3.24640232853237e-08,"11","GNAS"
"RPL364",1.61319581129285e-12,0.274066553725508,0.885,0.76,3.7127701596905e-08,"11","RPL36"
"RPL37A3",2.66246019880694e-12,0.371914169593696,0.832,0.699,6.12765214755417e-08,"11","RPL37A"
"SLC25A34",2.69795664120487e-12,0.552161605601924,0.49,0.313,6.20934720973302e-08,"11","SLC25A3"
"RPL10A4",5.21587081553784e-12,0.431142431749282,0.798,0.645,1.20043266819603e-07,"11","RPL10A"
"GLIPR13",5.64780829313671e-12,0.63926332549541,0.347,0.197,1.29984307866541e-07,"11","GLIPR1"
"ATP5MC32",7.77127218521364e-12,0.568762112517064,0.364,0.207,1.78855829342692e-07,"11","ATP5MC3"
"RPL44",1.01653380723597e-11,0.444682914332367,0.72,0.573,2.33955255735359e-07,"11","RPL4"
"LSP12",1.03486361895723e-11,0.522575729782832,0.574,0.409,2.38173861903007e-07,"11","LSP1"
"PGLS3",1.03940723190078e-11,0.637498342882063,0.314,0.173,2.39219574421965e-07,"11","PGLS"
"RPS164",1.34653715798082e-11,0.405292260752733,0.829,0.728,3.09905526909286e-07,"11","RPS16"
"EEF1G3",1.56084791443931e-11,0.507678376029388,0.672,0.513,3.59229147508208e-07,"11","EEF1G"
"RPS144",1.80829633774634e-11,0.327872058286914,0.927,0.805,4.1617940213232e-07,"11","RPS14"
"RPL374",4.02493130290433e-11,0.294070103343505,0.91,0.821,9.26337939363432e-07,"11","RPL37"
"RPL184",5.59732606690029e-11,0.311581931160879,0.863,0.77,1.2882245942971e-06,"11","RPL18"
"EIF3H2",6.62026770762512e-11,0.681306805370448,0.353,0.21,1.52365461290992e-06,"11","EIF3H"
"MTDH1",8.43821303253249e-11,0.563726693730603,0.325,0.186,1.94205472943735e-06,"11","MTDH"
"RPL74",9.43693465280503e-11,0.426981807200247,0.731,0.549,2.17191051034308e-06,"11","RPL7"
"SSR12",1.04645300474246e-10,0.345957400432821,0.275,0.143,2.40841159041478e-06,"11","SSR1"
"RPL294",1.41828540647869e-10,0.359206895832885,0.846,0.751,3.2641838630107e-06,"11","RPL29"
"ARPC33",1.95052295269483e-10,0.498767758445106,0.658,0.505,4.48912857562715e-06,"11","ARPC3"
"RPL233",1.95802888161115e-10,0.5047483353124,0.599,0.438,4.50640347102806e-06,"11","RPL23"
"RPSA4",3.85355599711561e-10,0.307101148801548,0.815,0.668,8.86895912736159e-06,"11","RPSA"
"RNASET22",4.93488688478602e-10,0.482058518124095,0.361,0.216,1.1357642165335e-05,"11","RNASET2"
"TSPO4",1.07126697946741e-09,0.381130151483802,0.482,0.314,2.46552095324424e-05,"11","TSPO"
"RPL175",1.1087741906561e-09,0.334373953925546,0.84,0.726,2.55184379979502e-05,"11","RPL17"
"PYCARD3",1.25472809278816e-09,0.40393717022018,0.311,0.178,2.88775670555195e-05,"11","PYCARD"
"EIF3E5",1.35912745869888e-09,0.427254068962442,0.518,0.353,3.12803184619547e-05,"11","EIF3E"
"CNN21",1.3859850087393e-09,0.404379606980191,0.319,0.185,3.1898444976135e-05,"11","CNN2"
"SEC11A2",1.96766032187945e-09,0.404993328221968,0.392,0.24,4.52857023080555e-05,"11","SEC11A"
"RPS173",2.70498580990643e-09,0.517333867227009,0.524,0.362,6.22552484149965e-05,"11","RPS17"
"SMDT1",4.49161649369937e-09,0.440516777442028,0.269,0.15,0.000103374553602491,"11","SMDT1"
"COX4I13",5.05108382747042e-09,0.415678209356586,0.641,0.481,0.000116250694289232,"11","COX4I1"
"CLIC13",8.45288523378259e-09,0.501164795743443,0.518,0.358,0.000194543153655506,"11","CLIC1"
"ATP5MG",8.62984519220768e-09,0.399200128542725,0.608,0.445,0.00019861588709866,"11","ATP5MG"
"RPS54",9.22281060759467e-09,0.29304280312934,0.745,0.649,0.000212262986133791,"11","RPS5"
"BTF33",9.60745505642052e-09,0.466791567516967,0.627,0.487,0.000221115578123518,"11","BTF3"
"EID1",1.08467753921448e-08,0.517968911037912,0.303,0.177,0.000249638535650213,"11","EID1"
"RPL13A3",1.55484700363513e-08,0.288465059722484,0.818,0.676,0.000357848037886625,"11","RPL13A"
"DDX213",3.74995861701152e-08,0.374631079159543,0.258,0.146,0.000863052975705202,"11","DDX21"
"HMGN14",5.66878554911793e-08,0.376626431845484,0.356,0.22,0.00130467099412949,"11","HMGN1"
"NAP1L12",6.62577057435167e-08,0.319654160545355,0.409,0.266,0.00152492109768704,"11","NAP1L1"
"S100A65",9.88413653137785e-08,0.256952025169525,0.829,0.706,0.00227483402269661,"11","S100A6"
"LAPTM4A3",1.24603815933146e-07,0.378348615650474,0.333,0.208,0.00286775682370136,"11","LAPTM4A"
"PARK71",1.26714737043269e-07,0.461547312726278,0.297,0.18,0.00291633967305083,"11","PARK7"
"ATF42",1.70881667965986e-07,0.346459175172274,0.275,0.161,0.00393284158823716,"11","ATF4"
"TXN",2.70834201973378e-07,0.327200500659695,0.266,0.156,0.00623324915841731,"11","TXN"
"RPL144",2.72428998937827e-07,0.272111530809177,0.835,0.736,0.00626995341055409,"11","RPL14"
"RPL314",2.83922168842438e-07,0.465250178001195,0.51,0.378,0.00653446871590871,"11","RPL31"
"GNG53",4.18499770314095e-07,0.307089471297469,0.367,0.234,0.0096317722137789,"11","GNG5"
"IRF2BP22",5.05892470307477e-07,0.392203534088114,0.258,0.152,0.0116431152041266,"11","IRF2BP2"
"HERPUD12",6.11056904314788e-07,0.384021414672884,0.277,0.17,0.0140634746528049,"11","HERPUD1"
"STK17B4",6.30519393331951e-07,0.356117380323646,0.445,0.306,0.0145114038375348,"11","STK17B"
"EIF3F3",6.71725009417729e-07,0.452250348918711,0.392,0.26,0.015459751091749,"11","EIF3F"
"NDUFC21",7.4896855063145e-07,0.438633039645481,0.255,0.153,0.0172375111927828,"11","NDUFC2"
"RPL244",7.75586428748304e-07,0.299901812987185,0.768,0.638,0.0178501216576422,"11","RPL24"
"LSM71",7.75699945665735e-07,0.357652704470615,0.275,0.165,0.0178527342494969,"11","LSM7"
"PTMA3",7.80153821499582e-07,0.260905223712271,0.854,0.788,0.0179552402018129,"11","PTMA"
"RPL273",8.85243403316804e-07,0.314804434353599,0.72,0.58,0.0203738769273362,"11","RPL27"
"FKBP1A3",9.27211851792746e-07,0.264126283546854,0.457,0.309,0.0213397807690101,"11","FKBP1A"
"RNF1303",1.35689226563724e-06,0.319896047625189,0.275,0.169,0.0312288754936411,"11","RNF130"
"PSMA11",1.38468527479784e-06,0.475616308849249,0.255,0.155,0.0318685315994724,"11","PSMA1"
"SEC61B1",1.70880281160627e-06,0.27232674406227,0.353,0.226,0.0393280967091182,"11","SEC61B"
"POMP3",1.97651115323671e-06,0.373561520533812,0.328,0.209,0.0454894041917429,"11","POMP"
"NDUFB23",2.43960761020123e-06,0.398409447102988,0.314,0.202,0.0561475691487812,"11","NDUFB2"
"LDHA2",2.56865985327576e-06,0.284798829206816,0.319,0.201,0.0591177065231416,"11","LDHA"
"GPX44",2.62369796659582e-06,0.263975661627031,0.387,0.255,0.0603844087012029,"11","GPX4"
"TPP12",2.95849679789212e-06,0.299960429422739,0.261,0.16,0.0680898038034871,"11","TPP1"
"LAMTOR11",5.87592448401923e-06,0.271904627358661,0.297,0.189,0.135234401999703,"11","LAMTOR1"
"COX8A4",6.63008802625602e-06,0.271239273381726,0.387,0.263,0.152591475924282,"11","COX8A"
"SNHG51",8.21486877420568e-06,0.298045550033687,0.339,0.227,0.189065204838344,"11","SNHG5"
"PSMA21",8.25132590683924e-06,0.378781079385451,0.275,0.175,0.189904265745905,"11","PSMA2"
"HNRNPA13",1.14804871387184e-05,0.330760333228636,0.56,0.424,0.264223411497605,"11","HNRNPA1"
"SERP14",1.15754662765019e-05,0.312396367504205,0.445,0.319,0.266409356353691,"11","SERP1"
"EEF23",1.23779202265478e-05,0.358618302955632,0.583,0.464,0.284877834013997,"11","EEF2"
"PSMB12",1.25935161654152e-05,0.256382320081867,0.314,0.206,0.28983977454703,"11","PSMB1"
"MYL62",1.27559533063535e-05,0.280407787808372,0.748,0.629,0.293578265345726,"11","MYL6"
"RTN43",1.44952693542188e-05,0.305598503148302,0.305,0.203,0.333608624187345,"11","RTN4"
"TPM34",1.76321094851533e-05,0.261170915369024,0.557,0.412,0.405802999800804,"11","TPM3"
"ATP5F1D2",1.81713780592995e-05,0.424489530576468,0.395,0.283,0.418214266034778,"11","ATP5F1D"
"CHCHD23",1.94671923247733e-05,0.324852797220593,0.49,0.365,0.448037431354657,"11","CHCHD2"
"MICOS102",2.69150281026708e-05,0.283559163943572,0.252,0.159,0.619449371782968,"11","MICOS10"
"UBA522",2.84583589452088e-05,0.265708459593983,0.807,0.76,0.654969131123981,"11","UBA52"
"ATP6V1F1",3.15455532716079e-05,0.394455934475676,0.263,0.172,0.726020908546055,"11","ATP6V1F"
"COX7C3",5.62955476711206e-05,0.324246802015941,0.518,0.396,1,"11","COX7C"
"PFN14",8.41678095003198e-05,0.252503455138132,0.768,0.688,1,"11","PFN1"
"CFL13",0.000101177902864405,0.270907029829616,0.737,0.686,1,"11","CFL1"
"TBCA2",0.000110992416633571,0.300274122880582,0.322,0.23,1,"11","TBCA"
"ANP32B1",0.000115217385791584,0.309973183959396,0.286,0.194,1,"11","ANP32B"
"NDUFB111",0.000148608577126146,0.312469246909484,0.311,0.22,1,"11","NDUFB11"
"CALM23",0.000164881576602738,0.278833194149906,0.532,0.406,1,"11","CALM2"
"DRAP12",0.000167454948166167,0.327477278904617,0.266,0.182,1,"11","DRAP1"
"SH3BGRL4",0.00017122126795584,0.31783302528196,0.336,0.239,1,"11","SH3BGRL"
"APRT2",0.000239311783474658,0.299868399587736,0.325,0.232,1,"11","APRT"
"ANXA13",0.000298159462704391,0.287975757004256,0.524,0.411,1,"11","ANXA1"
"COMMD64",0.000392710039505813,0.348010025467831,0.431,0.324,1,"11","COMMD6"
"NDUFA131",0.00043931034858436,0.263636187527329,0.406,0.299,1,"11","NDUFA13"
"COX7A21",0.00076643942486673,0.273130876017381,0.381,0.287,1,"11","COX7A2"
"ERP292",0.000819368759704891,0.314589698063272,0.325,0.234,1,"11","ERP29"
"HSP90AA12",0.000872826063115664,0.262042235290764,0.476,0.379,1,"11","HSP90AA1"
"ENO14",0.00103079349717369,0.264593375705081,0.35,0.262,1,"11","ENO1"
"H1FX1",0.00133057373129168,0.25498518196702,0.261,0.186,1,"11","H1FX"
"PSMB3",0.00138174046527197,0.28521774094571,0.289,0.21,1,"11","PSMB3"
"COX6A11",0.00138467233662537,0.271314263973522,0.297,0.216,1,"11","COX6A1"
"LIMD22",0.00169118656739059,0.251372751584358,0.468,0.374,1,"11","LIMD2"
"FCGR3B1",1.91275249305276e-59,1.40946043576152,0.5,0.114,4.40219986276092e-55,"12","FCGR3B"
"IFITM21",1.510702984357e-51,0.994180760022579,0.898,0.539,3.47688291849763e-47,"12","IFITM2"
"G0S22",5.33296151347093e-35,1.65813272754201,0.367,0.103,1.22738109232533e-30,"12","G0S2"
"NAMPT2",3.6806086411257e-34,0.737405066654022,0.74,0.355,8.47092078755081e-30,"12","NAMPT"
"CXCL83",1.00134043448685e-29,1.50183285763688,0.495,0.193,2.30458500997148e-25,"12","CXCL8"
"NEAT14",3.83291529283042e-26,0.50402620649025,0.969,0.722,8.82145454644921e-22,"12","NEAT1"
"CSF3R1",1.27255850594709e-25,0.675943116072199,0.633,0.301,2.92879340143722e-21,"12","CSF3R"
"PTGS22",4.13252156053916e-24,1.16892883043053,0.327,0.105,9.51099837158088e-20,"12","PTGS2"
"SLC25A371",2.71763772832638e-22,0.971251844144403,0.418,0.165,6.25464323174316e-18,"12","SLC25A37"
"NKG73",5.15200487594753e-22,0.639207644084231,0.755,0.352,1.18573392219932e-17,"12","NKG7"
"SOD22",7.6593835089976e-21,0.636135762801305,0.607,0.315,1.7628071145958e-16,"12","SOD2"
"GNLY3",2.06291176065455e-20,0.382371320562726,0.719,0.33,4.74779141714645e-16,"12","GNLY"
"MALAT14",9.78673757096235e-19,0.492636876783127,0.99,0.996,2.25241765195699e-14,"12","MALAT1"
"CMTM21",1.21886785795334e-18,0.642813086836056,0.26,0.08,2.80522437507961e-14,"12","CMTM2"
"BASP12",1.0896970116369e-15,1.06811344985581,0.327,0.136,2.50793767228231e-11,"12","BASP1"
"ARL4C3",1.50125881125453e-15,1.13220476185712,0.423,0.217,3.4551471541023e-11,"12","ARL4C"
"RIPOR21",1.98892734765226e-14,1.01285116103818,0.566,0.376,4.57751629062168e-10,"12","RIPOR2"
"PRF13",5.55108003647845e-14,0.802993525081767,0.444,0.215,1.27758107039552e-09,"12","PRF1"
"KLRD13",7.885149917435e-14,0.843100345896484,0.408,0.196,1.81476725349766e-09,"12","KLRD1"
"SYNE21",1.00771038006788e-13,1.12605553611102,0.27,0.11,2.31924543972622e-09,"12","SYNE2"
"MNDA2",1.3777080451449e-13,0.291284265805912,0.582,0.337,3.170795065901e-09,"12","MNDA"
"MBOAT72",3.96737600695861e-13,1.06216865514638,0.296,0.13,9.13091588001523e-09,"12","MBOAT7"
"LITAF1",5.16593443229264e-13,0.906372852835452,0.566,0.375,1.18893980959215e-08,"12","LITAF"
"PPP2R5C3",1.96183700699469e-12,0.915144745683151,0.52,0.333,4.51516787159828e-08,"12","PPP2R5C"
"DUSP14",3.47223473466443e-12,0.552052171143965,0.755,0.523,7.9913482418302e-08,"12","DUSP1"
"RUNX33",1.6565884450692e-11,0.976605890477238,0.332,0.164,3.81263830632676e-07,"12","RUNX3"
"CCL53",3.28894612089633e-10,0.318887279873541,0.587,0.316,7.5695094972429e-06,"12","CCL5"
"MT-ND32",3.9646284266035e-10,0.438283320356671,0.99,0.943,9.12459232382795e-06,"12","MT-ND3"
"MXD12",9.63210474200855e-10,0.88309866061268,0.316,0.164,2.21682890637327e-05,"12","MXD1"
"SAT15",1.10074445611671e-09,0.365660948202877,0.724,0.522,2.53336336575261e-05,"12","SAT1"
"FGFBP23",3.33153797015908e-09,0.494197534780248,0.388,0.201,7.66753463832113e-05,"12","FGFBP2"
"ABTB11",4.34015525807494e-09,0.596545683414741,0.316,0.163,9.98886732645948e-05,"12","ABTB1"
"CD3G2",4.37119165574757e-09,0.912158617174166,0.276,0.138,0.00010060297595703,"12","CD3G"
"MT-ND25",5.92530452304611e-09,0.472794663721731,0.923,0.837,0.000136370883597906,"12","MT-ND2"
"R3HDM41",1.21619110577631e-08,0.754084263990124,0.306,0.163,0.000279906382994418,"12","R3HDM4"
"GZMA3",1.77238749480949e-08,0.528896484174115,0.413,0.229,0.000407914981930404,"12","GZMA"
"CDC42SE12",8.76795989010983e-08,0.677048620160226,0.561,0.436,0.00201794596870878,"12","CDC42SE1"
"PNRC11",9.17184789479551e-08,0.607511241054741,0.556,0.439,0.00211090079298719,"12","PNRC1"
"SRGN2",9.25064762266906e-08,0.275132773884654,0.74,0.635,0.00212903655035729,"12","SRGN"
"IDS1",1.44064526354148e-07,0.884917816019092,0.342,0.212,0.00331564507404071,"12","IDS"
"DDX5",2.23341529799357e-07,0.728415333237224,0.73,0.649,0.0051402053083322,"12","DDX5"
"RNF1494",2.80082473548445e-07,0.61451626441429,0.444,0.299,0.00644609812871747,"12","RNF149"
"C12orf753",3.14984841094136e-07,0.748425089554206,0.26,0.139,0.00724937611778155,"12","C12orf75"
"CST73",4.81421006424431e-07,0.420622303964428,0.444,0.264,0.0110799044628583,"12","CST7"
"IRF12",5.69317248422101e-07,0.559464594794531,0.48,0.344,0.0131028364724347,"12","IRF1"
"GZMH3",7.00638325459213e-07,0.333964389567615,0.393,0.222,0.0161251910604438,"12","GZMH"
"GCA3",1.27451248399001e-06,0.634288010057976,0.352,0.22,0.0293329048190301,"12","GCA"
"CCL43",1.28433422987421e-06,0.663484347090263,0.291,0.165,0.029558952300555,"12","CCL4"
"MBP1",1.9654675723484e-06,0.875882182943489,0.311,0.198,0.0452352361775984,"12","MBP"
"IFITM33",2.1730041151121e-06,0.673019951486814,0.327,0.2,0.0500116897093049,"12","IFITM3"
"MT-CYB5",3.40758889769957e-06,0.256470041687965,0.98,0.936,0.0784256584805556,"12","MT-CYB"
"MT-ND52",4.05595523363753e-06,0.509903137681693,0.735,0.684,0.0933478097021677,"12","MT-ND5"
"IFITM14",4.25752068011674e-06,0.475087497240207,0.434,0.289,0.0979868384528868,"12","IFITM1"
"RNF2134",4.96258027757724e-06,0.840288358969689,0.388,0.285,0.11421378508844,"12","RNF213"
"IL2RG4",6.78754910402218e-06,0.871819196226091,0.362,0.249,0.156215442629071,"12","IL2RG"
"ETS14",1.01244953861669e-05,0.935734017922823,0.311,0.208,0.233015261312632,"12","ETS1"
"FCGR2A2",1.29955972782132e-05,0.615096700016789,0.255,0.148,0.299093671358076,"12","FCGR2A"
"AKNA3",1.32392153647212e-05,0.697575126432464,0.301,0.194,0.304700541619059,"12","AKNA"
"SORL11",1.90730410325725e-05,0.676376163660227,0.362,0.252,0.438966039364656,"12","SORL1"
"GZMB3",2.97676773458374e-05,0.351056730253795,0.347,0.213,0.685103094114448,"12","GZMB"
"ALOX5AP2",3.68732355110976e-05,0.807803359892967,0.316,0.217,0.848637515287912,"12","ALOX5AP"
"MT-ND4L1",3.86036761390143e-05,0.907000661913254,0.321,0.23,0.888463606339415,"12","MT-ND4L"
"ATP5F1E2",7.11864738252087e-05,0.535776897607468,0.679,0.67,1,"12","ATP5F1E"
"FPR12",9.42109750608591e-05,0.306650574297276,0.291,0.185,1,"12","FPR1"
"NCF13",0.000102456722704348,0.401131098749234,0.449,0.331,1,"12","NCF1"
"RICTOR1",0.000105584151619399,0.719135299717335,0.25,0.161,1,"12","RICTOR"
"H3F3B1",0.000125777651558004,0.251761089985536,0.74,0.729,1,"12","H3F3B"
"ATM4",0.00013895203219535,0.794892625723657,0.296,0.207,1,"12","ATM"
"PTPRC1",0.000398843100257829,0.417382594906892,0.622,0.631,1,"12","PTPRC"
"HLA-E2",0.000404611089927535,0.367518638138456,0.735,0.755,1,"12","HLA-E"
"CD2473",0.000407187364649703,0.404487910659284,0.276,0.179,1,"12","CD247"
"CALM13",0.000457810261431554,0.521105250738074,0.52,0.451,1,"12","CALM1"
"MT-CO33",0.000597458470258602,0.414121792352437,0.99,0.966,1,"12","MT-CO3"
"PRMT23",0.000681474918572974,0.750715848043774,0.26,0.185,1,"12","PRMT2"
"GLUL3",0.000717787863331634,0.64794587734516,0.281,0.197,1,"12","GLUL"
"CEBPB4",0.00106228249974823,0.501281557972618,0.423,0.335,1,"12","CEBPB"
"TNRC6B1",0.00138461960800177,0.755661900008363,0.311,0.24,1,"12","TNRC6B"
"MBNL1",0.00139348674637558,0.65803808880075,0.398,0.346,1,"12","MBNL1"
"ZFP36L13",0.00155183387901438,0.437425741997406,0.408,0.334,1,"12","ZFP36L1"
"CXCR42",0.0015872021796414,0.654384140288491,0.423,0.35,1,"12","CXCR4"
